indice_tiempo,ica_importaciones_brasil,ica_importaciones_paraguay,ica_importaciones_uruguay,ica_importaciones_venezuela,ica_importaciones_total_mercosur,ica_importaciones_bolivia,ica_importaciones_chile,ica_importaciones_colombia,ica_importaciones_mexico,ica_importaciones_peru,ica_importaciones_alianza_pacifico,ica_importaciones_ecuador,ica_importaciones_resto_al,ica_importaciones_total_resto_al,ica_importaciones_canada,ica_importaciones_estados_unidos,ica_importaciones_alemania,ica_importaciones_austria,ica_importaciones_belgica,ica_importaciones_espana,ica_importaciones_francia,ica_importaciones_italia,ica_importaciones_paises_bajos,ica_importaciones_polonia,ica_importaciones_portugal,ica_importaciones_reino_unido,ica_importaciones_resto_ue_28,ica_importaciones_total_ue_28,ica_importaciones_suiza,ica_importaciones_india,ica_importaciones_rusia,ica_importaciones_china,ica_importaciones_corea,ica_importaciones_indonesia,ica_importaciones_japon,ica_importaciones_tailandia,ica_importaciones_taiwan,ica_importaciones_vietnam,ica_importaciones_resto_pacifico,ica_participacion_importaciones_asia_pacifico,ica_importaciones_israel,ica_importaciones_australia,ica_importaciones_nueva_zelanda,ica_importaciones_angola,ica_importaciones_argelia,ica_importaciones_egipto,ica_importaciones_marruecos,ica_importaciones_sudafrica,ica_importaciones_resto_africa,ica_importaciones_total_africa,ica_importaciones_resto_mundo,ica_importaciones_totales,ica_participacion_importaciones_aladi_total,ica_importaciones_asean,ica_importaciones_medio_oriente,ica_participacion_import_mercado_comun_centroamericano,ica_participacion_importaciones_can_total,ica_importaciones_total_nafta
2005-07-01,2657.94022053709,108.77903013423,66.35814964822,7.95281447827,2841.030208,69.26741178144,152.95278918668,12.89679940405,211.82692858664,15.73980701299,393.416328,14.19129237949,26.73681634468,3344.642112,38.12926022825,940.30989780651,348.97147944938,28.17745835679,43.27007528188,144.07043877975,167.1000448075,180.77844123133,41.50610273416,13.47456417475,11.69376484147,192.61846187375,1250.586784,78.92596170049,59.97892943652,59.88042090197,80.50095683163,661.46665452474,102.82981639745,37.38466361726,228.76303061841,80.1898068978,59.73490831751,5.70505963249,92.32900194547,1268.402944,21.36298653492,35.33449533733,6.2286447034,0.0,0.0,0.77224133617,7.47695168384,38.21594268033,7.41629576478,53.881432,283.54846045205,7442.787328,3326.79221,217.440052,21.899033,6.232376,112.095323,1187.239774
2005-10-01,2781.8100154025,104.247654207,80.30486676205,10.36050399198,2976.723008,78.39236639674,137.57949634195,11.24222434508,251.93333401699,9.08127234734,409.836328,19.25339669166,51.55787993618,3535.762944,40.0522752576,1042.14123493895,348.04738951746,28.76963256277,46.46552626437,131.23957879868,133.66718159888,206.20665029523,36.72796511446,14.04081359663,18.18187079332,149.54908897749,1191.707392,78.81167082756,74.35767362305,76.41895520581,30.77248437608,715.16985778832,110.70923166155,38.32124220843,213.69838216569,98.66624862764,62.82986416252,7.58517636244,86.64329416088,1333.623296,26.07263732421,42.3755383835,3.61298104876,4.637e-05,0.00032311001,1.07325859722,4.60869054256,23.86179383926,4.85877787678,34.402891,267.43739962016,7698.737664,3493.40072,233.545255,31.497443,5.903998,117.969274,1331.725886
2006-01-01,2596.81263162628,129.13381521839,68.41329713547,3.99869791183,2798.358464,97.34293321477,140.10361261593,12.34911211827,209.11185869421,14.21024135149,375.774816,15.7585028078,24.87652785237,3312.111168,35.71686603284,953.56205133727,336.11223654175,28.75032172916,46.98586659078,148.85434710492,147.55317825857,228.83937782806,37.99656597089,42.96819079586,10.80357115409,181.70014274802,1300.139776,89.57599504386,58.77273701435,70.91928711972,25.62090324681,607.92828032273,112.66819065854,43.92790082504,197.59137079712,81.12263895683,65.92126789156,8.41207786756,78.40402299217,1195.975744,18.82481974151,46.64193203358,3.01615159495,7.878e-05,15.77193628844,0.82198766489,9.85539963543,16.01106536276,14.49967026044,56.960137,293.52083629298,7371.7824,3293.827509,213.911938,19.351084,5.879406,139.660788,1197.271635
2006-04-01,2903.42298396485,106.77375049305,82.78827513621,11.8175391457,3104.802496,77.33588753117,158.55943172734,9.32878813568,259.91165503817,11.28419056469,439.084056,13.48965266345,22.13269246492,3656.8448,50.47284258563,1003.48725069893,360.34041428189,26.87132983435,54.19386418501,148.110267408,197.71363224018,206.99294078647,53.73748018068,15.75643994015,14.69993573027,182.12597006936,1352.203488,91.66124254583,52.91546677637,66.44028220289,79.12272438465,712.63098635304,106.78109983551,44.02868465611,227.21644560197,88.30067943522,67.24234283796,9.46247268683,84.24293785237,1339.905664,20.06328876536,34.25487758962,1.95598941655,8.383e-05,0.02100444922,1.03538487337,32.8357083973,31.13335847688,5.04737154832,70.072913,502.83428688762,8230.573824,3640.301069,229.249374,20.798983,6.192324,111.438529,1313.87177
2006-07-01,3135.45980504179,123.87630516834,77.27993853975,4.75813730552,3341.374144,81.21906568889,152.6556235721,21.30847574854,307.47817077808,12.23426396073,493.676544,18.73590274505,26.2187009642,3961.224448,49.36608290759,1214.61149931059,439.54439842128,32.25886863616,76.90459627094,153.99709087894,251.79124345183,243.10226856956,66.78195011156,12.78080357024,25.81298425515,192.63974849639,1595.896256,100.28233791399,62.77560559361,83.91873736589,80.94948221083,835.49104924383,111.41165024221,48.37275065311,251.63630550943,114.75408831631,75.2207212843,9.60065110281,111.14625541566,1557.63344,29.16407315837,38.27583814573,3.00722349449,0.01438460023,0.03387090031,3.01972219975,18.9591814985,37.54275782376,4.1490999341,63.719018,562.04549528504,9302.587136,3940.769517,285.58439,40.039335,6.472585,133.497698,1571.443757
2006-10-01,3235.748670719,145.39883644513,80.96019764442,4.23282729538,3466.340544,66.71497218281,148.15146018051,12.96770707628,334.42543533426,14.00728681697,509.551888,23.51979413788,33.55625765441,4099.683328,49.66834250248,1077.26957223516,408.88398735669,30.81522160298,49.8818958171,162.18837127128,310.8141310691,229.06284070698,55.10365595639,14.04400664707,14.15575079906,227.6383352251,1607.464512,104.87627849778,85.37784693878,81.96636711514,47.99114668658,996.50056436481,108.43907045006,49.00551584488,256.39307064696,118.5936081322,70.48959890712,17.20430742134,135.19659578372,1751.822368,26.82807393865,19.03972444962,3.73744789245,0.0,6.459e-05,10.74996775782,1.76000224088,33.89065444564,0.82114878642,47.221838,350.66824137558,9248.738816,4071.929382,323.08082,35.800312,4.368513,117.209765,1460.454182
2007-01-01,3072.4377166012,242.38202615717,95.88587824293,4.88417458898,3415.58976,57.54542072498,151.39286400295,14.23260304814,287.36445597402,25.92598550377,478.915888,26.5449897724,29.32546801257,4007.921536,63.47072131428,1130.70194891326,445.97258395095,41.21902111395,56.5995926138,194.89679002963,257.78456575882,245.1275334207,46.07177429813,31.14236622973,27.84571419247,207.83198872435,1651.815552,97.32361875083,66.86321055198,81.63158423916,25.81619563654,972.33182865674,97.84373724199,45.28941118027,278.39185871268,96.16652982972,76.12055067004,10.70837328227,105.48863161377,1682.340896,24.42186691289,49.63156593528,2.9889944372,0.0,0.00239790001,0.43763330349,8.68618425486,33.5937386593,2.13914358607,44.859098,331.47042530329,9163.93344,3984.6739194,260.47520191,31.77605369,5.89842678,124.24899772,1481.53712704
2007-04-01,3427.79005176157,280.55507735627,101.99266584312,8.31387439544,3818.651648,59.61624575495,155.80479308847,22.7811957631,366.21895161358,24.75351593066,569.558464,20.86516550351,31.70642634467,4500.397952,64.91880402751,1165.20132176904,448.33940556891,36.61787027716,62.52174267843,211.92417015047,208.06416394724,243.88549432,51.14351046827,16.03780772685,16.35218580145,257.18230128756,1662.38224,110.31356312174,61.86518206984,81.61814718792,106.42213659384,1067.91832614767,116.50784988857,46.02266204047,279.32074292596,104.32021557381,72.12341929694,7.88392969714,121.99629482416,1816.093472,20.55127935583,32.25703944618,4.33873922752,0.00010685,2.46082891977,9.50022608101,15.14192827416,29.28826368932,13.01381354857,69.405167,596.50132677523,10181.953024,4475.07648443,282.73653093,23.39132958,7.59252127,128.01612124,1594.425452
2007-07-01,4042.45025039577,266.40762949991,138.88535637799,5.54958311846,4453.2928,49.99651771135,196.48285969206,20.46403393251,334.03495293822,35.06375431848,586.0456,25.96154912164,84.3436659075,5199.640192,78.39812313039,1439.10584137231,576.23614935686,36.49301275721,63.49614615522,203.22920318328,224.21534095189,285.4726375453,56.75327962459,27.24352880289,22.94158143486,314.00973816257,1939.44672,129.35605664448,72.9096955078,103.33383336565,195.98923505112,1458.99998251487,165.75618783099,55.78254165144,308.7075684753,120.47658525032,85.93887149173,15.48051218839,128.5928538752,2339.735104,37.81199319269,30.40925633912,3.1550550493,0.00237051997,16.74617341986,22.01111782724,23.21847806579,25.9309460213,7.63573536693,95.544822,1159.78603811195,12695.266048,5128.59770828,323.13874397,63.97018062,3.34274597,131.48585414,1849.0034112
2007-10-01,4117.58805428112,267.07488168559,131.02969329238,4.84831620299,4520.540928,53.75888984835,204.8042477692,33.54042999242,348.96014588321,30.27625731119,617.581072,36.63545109407,60.59131533942,5289.107712,85.8871999784,1538.54757077093,660.77776865088,36.7177343043,63.60024703428,202.59665656655,369.37849721071,296.89763486458,88.13675656516,32.88440872509,19.01264431382,317.05907504734,2195.4272,108.36580197483,85.44775631613,117.13215262438,30.50647300396,1627.94701294915,145.78227750858,67.07080279567,333.69598782422,135.30168438574,96.24109834614,17.65858315071,145.30993045356,2569.00736,42.60304845375,49.55498044859,4.20312248583,0.00075197003,5.65e-05,7.11222246766,8.70520257427,42.43937705058,3.16240657801,61.420017,597.46653700982,12666.310912,5245.42339175,367.41696151,96.10890963,6.91449011,154.21102812,1968.2650327
2008-01-01,4234.71519822197,385.83252689968,124.36790993034,4.38485792834,4749.30048,40.4417426331,204.5564971567,38.99060424447,335.54711261226,27.38736124199,606.481568,34.29324428224,46.88383588199,5477.400832,66.89157133128,1710.17948711017,608.23633320866,49.68912957206,64.844705099,234.04386351928,423.13086601201,289.66563594523,63.38504568533,24.40231833041,26.82561159508,244.60166936478,2151.1536,122.32846624719,76.43491219579,117.96601630716,126.27299268698,1519.60820211926,187.17601173474,53.75944948273,332.39166944747,104.60563041162,102.48033658533,21.90832318879,127.94550183811,2449.8752,36.67383366636,43.49830819403,2.87452031468,0.0,0.2141079437,1.65883994288,4.44235712531,35.03626522392,14.62173476266,55.973305,539.23296641293,12854.427648,5436.79111269,311.62490098,41.22158202,6.07213662,141.11295161,2106.07095901
2008-04-01,4677.39844185462,580.28536045405,140.06871909967,6.81037356671,5404.562944,34.27717475293,214.76949631077,38.42464341967,444.27174037761,29.56192590293,727.027808,30.17581259722,189.44553402835,6385.489408,88.89529223788,1609.71860669691,646.43572341016,36.60848038553,79.4330897589,279.08817598914,353.59539619874,321.07868761048,55.05511500894,31.89891007892,15.11154034091,356.11590099372,2339.866944,165.44591847098,77.17191996507,106.73832161778,187.0283457351,1804.73600667166,180.72381886741,55.09427565011,349.74875640321,129.355922323,103.30990325315,17.41773577222,155.95524605905,2796.341696,34.2814052219,86.56568735077,6.11534707595,0.00939044004,0.05877217835,14.03371340362,51.1910023592,68.92272819368,9.41563283424,143.631242,1464.18590243007,15326.030336,6204.30452334,360.08825818,50.26274073,5.17550583,132.43955742,2135.39174243
2008-07-01,5053.98286775405,540.52432931178,153.84620475828,9.56810550407,5757.921536,33.65943036649,320.05912967184,49.94574013529,418.53150444421,37.61088122102,826.147248,36.10404727853,134.44410011538,6788.276224,63.44218089881,1938.93034724721,665.58581845279,50.16283323109,85.05208156833,283.64471441255,334.65665184717,323.74247425157,60.36477640107,32.08020405874,20.84640578197,388.15812590453,2387.45248,143.1583380455,90.53438228046,144.63223885979,321.24974589733,2163.8595986676,186.77616231418,72.3572947648,355.5275569972,124.28816919623,97.37652495084,25.15818387279,163.99394756782,3189.337472,30.8612841004,57.46024258578,3.18491493611,0.0,0.06432485949,99.42614893212,10.6422632611,81.12333817983,21.38913914406,212.645216,1288.46205217058,16516.468736,6662.42847736,389.83500358,52.31938363,5.81129342,157.32009869,2413.52510027
2008-10-01,4010.66295690486,276.31391369295,121.86297245723,4.43077891804,4413.270656,40.44900615661,212.38360456881,26.68487154614,396.9804629384,25.95379213735,662.002736,38.00565370703,57.11075832777,5210.838784,98.02414137451,1678.81393913759,613.33459281999,55.62084530271,74.85364537726,257.23261188458,370.55617343074,270.15365526752,82.52769647252,42.57816495679,17.63112440323,272.03842004449,2170.315072,113.78812862281,86.1229851839,122.51007841816,69.7088704003,1655.02897220499,177.00008621089,57.86857484015,340.46382365677,125.92188533495,99.73563419758,31.98850845442,165.00388961679,2653.011328,50.25779219878,96.49385682351,3.91614309882,6.603e-05,0.0,10.49961582967,20.42812780324,35.22250906813,21.2751491152,87.425467,440.81506872694,12768.253696,5164.22130928,383.48820033,54.56244837,6.60579176,131.09332394,2151.89813674
2009-01-01,2312.00158497154,362.55214596263,83.69100200546,1.8579852071,2760.10272,61.95762027565,149.67472353961,18.43881208943,216.90970796456,16.27328668018,401.296536,30.56546463108,29.12641288954,3283.048768,55.21361087292,1160.34471141882,505.78691188125,28.78265568776,54.5072500401,170.27789941622,168.14856391089,196.16877985605,37.41041929121,13.41723453791,13.73311599035,201.60376514281,1483.011104,93.17454356657,76.01594374196,81.96275348464,0.0,1056.92119371403,174.01276284231,39.61109305286,250.26027455681,97.94421840305,61.44296880622,16.28299264289,105.38390323696,1801.859392,19.80135289906,53.57303040558,3.49088766201,0.0,0.005427,1.41967906903,0.14703315022,23.15221678757,5.09675194943,29.821107,263.55187983389,8311.694336,3261.1130105,260.89946904,23.49217689,8.10887814,127.23518282,1423.42279818
2009-04-01,2796.38365419486,134.20516600107,85.99331764029,3.59441924565,3020.176512,57.65416293461,159.13851185687,29.36113396724,279.30145900617,12.23198820479,480.033104,26.12199091621,166.57946424588,3750.565248,88.90133231416,1183.93408699753,414.61673671001,27.18378548581,39.73464100908,174.72758486343,204.32923662669,186.55477553511,73.72471596893,14.46680395095,13.71021711549,182.84686629258,1409.49152,77.59616790279,93.70289823423,76.3870908896,0.0,1088.05143351671,130.31990892372,38.01950867874,214.68881794043,99.09253878916,62.71498904022,18.19669664025,108.29084155248,1759.37472,17.17329655331,51.4487033699,2.30373499814,0.0,0.00025364999,1.42277225448,3.07173308156,26.80074439255,1.72413166905,33.0196355,589.252011368,9055.554304,3594.04852975,266.51994595,20.05243205,9.02169756,125.36927587,1549.14837518
2009-07-01,3248.02278484306,92.27155458524,87.91390760914,2.38722584747,3430.595584,56.2910298796,158.33850399626,30.83368808971,312.09897237031,24.19488671428,525.466032,34.50851039954,120.52321611693,4167.384448,57.14245890545,1272.00557000841,514.83168240356,50.50683379374,49.12769998706,228.09190751185,201.69384335862,232.2780367153,57.60481327107,18.87833681005,16.99223087546,259.71090713067,1727.654176,97.93791358027,118.06316038379,101.03854747056,0.0,1255.38078044251,147.63869008798,46.48167050548,218.71337082511,109.92636882656,72.55900978241,21.28192683095,128.61759794972,2000.599424,23.15282575712,32.6024158898,5.74531899742,0.0,0.06747119922,48.65380979215,48.0032792827,32.88513213533,2.41781273404,132.027508,872.59953160853,10510.015488,4055.49978602,308.05898237,28.69100047,8.91171992,145.82811425,1640.38454452
2009-10-01,3707.33427773143,109.92669401376,103.75189941509,7.65855612009,3928.67136,36.78608706071,197.83339906048,30.15227540237,355.5095509575,15.50165406098,598.99688,46.20947173494,56.33865470866,4667.002368,52.86976224914,1508.22310787443,558.68229235125,32.54979999253,58.82502124191,214.94432237066,236.13419238262,234.59788309408,66.36669390384,18.79151626899,22.07615259101,232.83327827309,1782.742272,106.94112000504,112.36306100549,108.64469216436,5.63490986667,1442.90503987361,164.01100528554,54.87311977859,225.35421951326,104.23082718151,94.38652668857,20.35288532048,115.124572924,2221.238208,25.76026106474,45.68541743908,2.49688857595,0.0,0.01629825012,1.74725615535,7.56349699887,17.90496870403,8.78127524152,36.013295,340.33082313289,10909.0048,4622.62688145,296.07530598,30.37806089,6.4551506,128.6494883,1916.60242935
2010-01-01,3540.12588009885,114.02463520668,106.81363870267,5.22184607319,3766.18592,97.22765387016,181.4058477723,24.48032400164,347.58537904497,17.0347135927,570.506272,41.98053040803,82.67885658899,4558.5792,67.67540628241,1382.43477601405,577.12910405936,33.9470461919,63.90026210573,206.55038018403,474.98159294692,290.42355233546,54.21038570826,18.83886448564,18.29915372831,249.53200611899,2088.822464,101.0101113676,96.12554870399,101.48283313829,0.0,1420.54454576093,212.34547751765,52.11699838302,249.19514904619,130.52674513324,93.16035336858,25.24543813203,110.75403243528,2293.888704,23.90494953398,68.78641718152,2.09257677655,0.0,0.00329512988,1.15019078353,9.33833488463,23.54313048377,8.20643810801,42.241389,341.0836229919,11067.117568,4486.0723279,319.98721295,34.47203405,10.50572916,180.72322373,1797.69556077
2010-04-01,4327.67973987576,109.3969065387,169.6523713683,4.358644034,4611.087616,77.71593016424,205.35372942508,34.19456507098,417.25843573623,22.9511311022,679.757856,34.49621682394,166.44900891176,5569.506688,134.54703379552,1360.05582915836,797.66584616693,40.62239258655,78.45719270208,249.47129123736,379.26916333579,290.95486765736,130.31239388993,19.99922879614,34.87009974859,269.65562146487,2407.773888,116.49582654503,106.52972578553,112.81423491419,0.0,1670.99193469945,221.15861187176,82.46842707809,308.15731254627,150.08791051966,106.2848687931,21.77785638881,125.42719365268,2686.354112,29.22334685806,96.28155974407,2.62604552159,9.595e-05,0.0,23.75908032988,22.94069071055,36.5818227415,16.57331437924,99.855004,1221.84126517712,13827.40864,5414.51671616,381.87691005,64.77012653,8.46265533,169.35784318,1911.86129845
2010-07-01,5137.3862444082,101.96188126208,176.40753458353,4.34996485383,5420.1056,87.86994758698,229.04306281074,38.78241667734,508.67132278793,36.88845015606,813.385248,41.21139676822,268.57890763895,6631.151104,101.64663811478,1601.71098134991,935.59385017455,52.19681553078,73.08167424832,286.35176440144,357.52354439687,350.3515769761,94.72471019412,50.87408737795,21.58787822876,308.0028610168,2642.45536,112.16655643868,137.47027925694,139.3713679136,37.50154871185,2202.8158091764,236.02379172145,84.21525434784,317.62245666378,176.56985669111,123.07778990646,30.68776078085,153.12959992767,3324.142336,34.84672321766,85.6816221915,5.088928316,0.0023161499,0.00727496002,4.75310334951,57.04541627453,46.1669788339,26.871294634,134.846384,1107.01334540598,15982.926848,6370.02540228,446.00163114,89.0433461,11.3551483,204.75221062,2212.02893273
2010-10-01,5230.08494071794,111.41773156427,154.9126070875,7.56163442271,5503.97696,87.65391731042,269.24543668083,52.51833134969,543.59228835382,44.04577089124,909.401824,45.72508068037,150.76406727162,6697.52192,104.97592200262,1713.21029094062,904.79749511894,46.42387090879,78.5489975921,281.87678736716,316.69557721949,364.88489354367,116.51397683618,33.96570630814,20.5140517137,303.1780278738,2624.569856,157.17046449806,144.16271171687,213.23593098512,0.0,2383.49926134666,298.37699089912,97.38727641509,316.28538298865,182.86082065579,122.06039180742,33.55821831281,170.00487153125,3604.03328,39.42101958301,74.41261455826,3.60012582514,0.00166910003,0.06762582078,3.42712252241,16.37338577826,34.90299230445,4.38367145692,59.156467,636.82475761326,15915.125248,6559.04003732,486.57376514,114.26103788,9.8405436,229.94309995,2361.77850378
2011-01-01,4699.31824604792,123.69501931075,125.83005350233,3.23067634612,4952.073984,137.86666368791,242.72028398375,32.07273318505,689.77479887216,32.63560265799,997.203424,49.8268478479,207.43457898807,6344.405376,190.0244114746,1723.76377407876,761.59741594948,40.70667699462,86.62312037238,286.40190067154,285.90060385866,359.66587655921,124.66228512205,35.61819672012,21.11023069077,281.79139956576,2464.135936,180.05824826499,137.15726937787,174.68162016357,145.15678051678,2093.14255951264,272.827194981,72.27489330721,333.68665418662,145.90341840914,108.93007294147,37.42669864201,145.62511718707,3209.816704,59.43943645369,77.53256936004,2.86153093046,0.01835195979,0.02589432947,5.87163134329,37.30406144881,81.35978722717,6.52515441412,131.10488,635.01276757259,15295.093248,6147.75012678,403.12011678,87.21843359,18.14919406,252.40184847,2603.5629858
2011-04-01,5608.14676960353,131.06738817223,170.25546393297,3.72183205477,5913.191296,115.59432489839,274.07889490019,57.69959354612,556.35156086378,39.94602774236,928.076096,46.30244460098,352.94929156509,7356.113152,187.47882559057,1874.5376822519,975.78013063527,46.852205283,100.19259415659,386.02057803558,334.71949283408,390.18211530568,120.37902971831,46.05209860505,22.8932488628,348.66573585613,2918.02208,146.2848560329,130.72270864685,136.45996713138,260.21494072233,2398.58336118559,275.82326161281,95.69510119559,314.00553395358,173.3244322697,117.62500095046,45.39942413103,181.26398425873,3601.720064,30.11766599128,83.60695393746,3.60461575689,8.686e-05,0.02172542961,3.23229816371,51.38739868215,48.59136537364,80.19456572302,183.42744,1961.26104540773,18727.286784,7015.72631301,498.23825811,134.13033672,15.0963096,259.54239184,2618.36806798
2011-07-01,6460.83120290119,131.87306448452,174.76859337653,12.20068905119,6779.6736,134.59669482069,290.68046210273,80.94772991512,690.52608537612,44.81992397193,1106.974208,51.52381788866,481.31861216854,8554.086656,84.43178369512,2101.77645129936,984.69546327401,63.41018388947,122.64188879269,390.04387149798,460.74980785736,377.61512051032,120.91254121705,42.04170802675,25.66664673785,470.11244054576,3219.44768,161.55791793519,156.30883084029,151.93033416396,203.01101688653,3105.34316190822,261.97430450473,106.7201354107,376.93512892878,174.14969477351,151.53832127626,60.73843914591,194.83983254517,4432.238976,43.07373871268,135.3980854841,4.83089316223,3.86e-06,0.00049182001,53.3657557319,48.07145640048,46.11357322838,96.91556032459,244.466844,2087.1166712529,21418.118144,8085.08771297,538.91960083,304.22890934,17.88704193,311.88816883,2876.7343272
2011-10-01,5558.94850544188,128.39018315198,162.60376720546,4.53951249059,5854.48192,241.14631081987,285.32072481396,70.84328964724,596.51429438674,45.80997285181,998.488288,62.09797293719,456.68757225267,7612.901888,164.61934750401,2031.09353233511,923.52663739156,40.22449756978,109.60971935273,333.18296965632,438.31940675152,354.39353240868,73.84791985578,25.79906775962,17.8495586646,417.23136073229,2910.252352,176.26773131493,118.84469961336,168.08132479096,116.26789050201,3014.30420054283,333.95887971311,97.90919598816,390.01633636915,202.53882452042,161.00140915678,46.5512223834,174.45070929713,4420.73088,45.60844762129,113.01839636827,4.49203278857,1.509e-05,3.47277540009,11.57365645738,6.62181933877,28.86456080628,44.99869052045,95.531518,718.73435021142,18520.176128,7168.04446759,525.21449014,77.44535729,12.69124243,419.89754404,2792.22716845
2012-01-01,4158.5467052129,106.81192843136,122.40326991966,8.27588826458,4396.03776,278.01072638797,240.87845702176,52.08346183256,587.20022193285,37.05953972803,917.22168,57.35044699802,408.61914098596,6057.239808,87.33345704338,1730.91084146652,950.37704046011,72.56589092217,88.78029084588,321.30746488671,459.15283395793,357.6612972569,131.4745963609,28.86023832847,19.13505724012,346.09010449568,2905.511744,130.10692651861,146.23554686059,165.05954637369,12.12138143849,2227.62717322539,281.44430608891,72.24655737601,335.62008454309,182.87117901445,122.91533966359,36.996289102,147.32851544113,3407.049408,29.87321627446,76.38768257826,5.12687481468,0.00587603011,0.00107570001,1.0758472486,53.0400433496,56.44575097395,5.26359175473,115.832186,496.56407991232,15235.24608,5661.83242164,440.3480033,54.77043777,8.79626446,424.50417942,2405.44451729
2012-04-01,4297.64245961064,113.86533719851,145.96656331678,6.18133487066,4563.655552,213.80719208382,241.84849573149,86.06037480028,508.49292002757,31.51344485615,867.915232,52.15633048561,517.23950126643,6214.77376,170.4462959226,2280.62938050323,827.90719977435,86.06091094329,110.48478008934,396.99098552624,339.97325886345,334.60793618748,557.5613635681,34.96084564903,28.92714878468,325.20437461392,3244.3328,201.65393094497,134.74914757776,134.60202443512,0.0,1918.0676955819,270.97185254976,75.27889020528,331.59839528231,204.22481640113,112.11264841035,35.95443049208,156.51527153725,3104.723904,28.76684825877,69.33356903038,3.91735997566,0.00058212,0.00251854006,1.31658873883,10.00541415868,58.24968366022,64.36393794613,133.938726,1270.20476298785,16790.418432,5706.96308123,475.13661575,183.74479249,15.86846459,383.53734268,2959.56857056
2012-07-01,4618.67342085225,112.33537318926,144.0352802138,7.59406828522,4882.638208,362.02025786604,248.31238278213,88.35926015799,518.84141619423,46.91066123984,902.423712,59.36665963048,705.93231360445,6912.381184,134.64755120618,2425.04466403737,944.20945786349,70.00844422178,142.34116292999,311.66719476978,376.49175507679,371.6450638825,495.21809851009,51.17859781126,25.94619716268,395.75291517597,3332.60384,148.14494788555,134.13240260728,176.79013050752,0.0,2787.14686395977,310.17572069042,98.78754253096,399.09556096548,249.00467929759,137.24442904435,43.35157240191,199.20479531958,4224.011136,38.40623474528,62.05345534877,7.39076578838,2.419e-05,0.00125988,45.21069556442,31.4274629138,56.20470172526,6.10484117803,138.948988,889.52744243183,18475.937792,6220.2298219,590.94182098,380.87608014,16.09082353,556.65684097,3078.53363654
2012-10-01,4729.77223818327,117.6190787898,133.98586978059,2.87857728867,4984.255616,443.49270724102,274.76518033222,128.74368914272,636.28024374914,45.54031767997,1085.32944,67.0827625353,503.95844130539,7084.11904,118.18336892538,1937.77194072626,975.73558276568,69.4340645783,93.79083119651,287.23913989383,414.56157607884,388.46746671192,100.21063379675,58.23753687571,19.0345142988,356.33706838531,2897.975808,134.92737749677,136.7788223282,176.33072310345,0.0,2998.98417373771,274.63378549699,97.40096054236,432.13797274464,225.35613661714,134.64348644086,39.20918009638,191.97586322428,4394.341632,34.7362792828,74.11333593525,4.89920938705,0.0,0.00031605,2.08317201202,17.03409889901,67.21604524332,8.2274979317,94.561131,518.801558748,17472.612864,6601.38975016,556.82781069,111.39033603,15.42554875,684.85948162,2692.23555406
2013-01-01,4039.3645196645,128.65685833102,124.12032618401,5.39204730343,4297.533824,785.02368318555,231.94826395909,139.40569661364,454.33318853923,25.28936019024,850.976528,59.01622552412,435.21534978084,6427.765504,104.73298164663,1672.49076253486,857.41904683701,65.02069732375,108.29484631028,341.98104574259,360.70146041258,396.69601306215,297.54560906517,38.07607403759,39.15500402483,351.63433224267,2982.771584,126.24745273315,123.68688229768,165.18129675863,240.40878041736,2611.96641599709,239.29094031632,79.26881126965,371.47142189067,211.24773188572,127.97858895564,50.8895743527,169.76183829547,3861.875328,32.94023338528,72.96190040704,5.20198530053,0.00170548999,9.076e-05,1.7777218,1.92948290154,57.09113618663,50.47622500301,111.27636,350.86032183034,16152.1536,6003.26057757,512.99883236,92.09157286,12.79443771,1008.73498885,2231.55693495
2013-04-01,5279.74768304169,140.53816191125,138.54751029168,13.38865433887,5572.221952,720.78764305362,242.77399761456,130.34890392117,528.97547788561,32.12740360394,934.225792,60.58216588151,526.58089014564,7814.398464,117.52840490617,2097.99394909724,1028.40943033878,57.87879700243,273.88605411783,349.96275621051,454.11448007,421.64962401386,327.2758238035,71.77830021302,78.86763151135,323.53658051569,3567.004416,179.64502763632,127.33064524138,195.96494844209,632.88002159783,2609.99967845336,308.10796259114,91.93709634797,392.91735325983,247.00619296429,141.09192434615,44.87351722646,196.93799158805,4032.87168,37.59265976015,56.44294237523,3.7813583184,0.0,0.0,104.61437283406,24.33517960146,71.28552455999,111.93528943489,312.170368,868.39315201074,19864.352768,7303.1340949,582.5617285,497.04869277,15.80586906,943.84611351,2744.49783198
2013-07-01,5280.9071450836,140.24307233876,156.50150581864,19.22332550229,5596.875136,395.42265369235,249.22047529908,74.25643203156,572.55440410953,43.92638724876,939.957728,62.13205416883,671.9664796554,7666.35392,117.93887313947,2111.48054943945,1073.45674213555,52.23830452834,247.11217895113,373.85193246841,420.57827431223,449.2537568337,260.42279549294,46.85026082751,82.88135970595,368.56321077725,3513.397568,138.18876329593,133.39496379041,211.36981235107,568.89496692692,3234.77328266549,342.45531354428,94.46147364189,367.15682540857,243.32058838692,142.1459772358,55.88271622071,203.61222193176,4683.808384,39.80304086588,40.54709405774,3.68916373586,0.01131147009,0.00952288,1.84791582618,7.31708583619,71.53564561585,87.50505473031,168.226536,832.08155858259,20090.986496,7006.73896931,599.51213575,514.24904609,20.53154474,575.73752671,2801.97383665
