indice_tiempo,ica_importaciones_brasil,ica_importaciones_paraguay,ica_importaciones_uruguay,ica_importaciones_venezuela,ica_importaciones_total_mercosur,ica_importaciones_bolivia,ica_importaciones_chile,ica_importaciones_colombia,ica_importaciones_mexico,ica_importaciones_peru,ica_importaciones_alianza_pacifico,ica_importaciones_ecuador,ica_importaciones_resto_al,ica_importaciones_total_resto_al,ica_importaciones_canada,ica_importaciones_estados_unidos,ica_importaciones_alemania,ica_importaciones_autria,ica_importaciones_belgica,ica_importaciones_espana,ica_importaciones_francia,ica_importaciones_italia,ica_importaciones_paises_bajos,ica_importaciones_polonia,ica_importaciones_portugal,ica_importaciones_reino_unido,ica_importaciones_resto_ue_28,ica_importaciones_total_ue_28,ica_importaciones_suiza,ica_importaciones_india,ica_importaciones_rusia,ica_importaciones_china,ica_importaciones_corea,ica_importaciones_indonesia,ica_importaciones_japon,ica_importaciones_tailandia,ica_importaciones_taiwan,ica_importaciones_vietnam,ica_importaciones_resto_pacifico,ica_importaciones_total_pacifico,ica_importaciones_israel,ica_importaciones_australia,ica_importaciones_nueva_zelanda,ica_importaciones_angola,ica_importaciones_argelia,ica_importaciones_egipto,ica_importaciones_marruecos,ica_importaciones_sudafrica,ica_importaciones_resto_africa,ica_importaciones_total_africa,ica_importaciones_resto_mundo,ica_importaciones_totales,ica_participacion_importaciones_aladi_total,ica_importaciones_asean,ica_importaciones_medio_oriente,ica_participacion_import_mercado_comun_centroamericano,ica_participacion_importaciones_can_total,ica_importaciones_total_nafta
1990-01-01,62.269626,4.060515,4.181265,1.653211,72.164617,19.549853,8.349146,1.178642,23.429375,2.452719,35.409882,0.6802,1.230696,129.035248,5.702046,84.302887,0.0,3.533889,2.374478,19.637556,14.584044,24.534567,3.191016,0.380929,0.256705,8.031782,78.378363,1.853397,9.682959,0.382227,0.0,1.943085,4.396593,0.371365,15.820348,0.041608,1.031398,0.0,3.372329,26.976726,0.867546,7.239256,0.092726,0.0,0.0,0.003789,0.026067,0.0,0.846029,0.875885,42.216871,385.75274,127.896981,3.785302,0.914835,0.041466,23.861414,113.434308
1990-02-01,35.84374,1.449317,3.316514,0.124096,40.733667,18.130244,5.293972,2.124309,6.303434,0.403278,14.124993,0.357232,1.048182,74.394318,1.283544,45.886426,0.0,1.543861,1.798439,6.952148,8.617964,11.122006,3.891495,2.594715,0.437583,4.845068,44.067075,2.263796,4.57364,0.507463,0.0,2.180668,6.27182,0.498778,14.196323,0.099981,1.133026,0.0,1.93603,26.316626,0.461006,0.284123,0.147804,0.005985,0.0,0.013967,0.0,0.0,0.163014,0.182966,28.054224,226.159215,73.86776,2.534789,0.468616,0.0,21.015063,53.473404
1990-03-01,48.641463,2.884502,4.071063,0.196507,55.793535,19.214083,7.09188,1.606218,6.625764,0.44784,15.771702,0.505135,0.709602,91.994057,1.646552,67.132622,0.0,1.973749,2.349395,7.517441,17.854736,17.276778,4.835503,0.179989,0.032496,7.737371,62.52524,2.767782,5.791834,0.876435,0.0,1.56978,6.242475,0.608779,11.872951,0.044253,1.615848,0.0,3.284568,25.238654,0.39845,11.447546,0.113236,0.0,0.0,0.0,0.011925,0.0,0.165077,0.177002,35.54553,302.887158,92.22539,3.9376,0.466273,0.001067,21.773276,75.404938
1990-04-01,40.955503,1.180201,4.760735,0.588019,47.484458,17.632837,4.269131,2.678929,4.735596,1.238959,12.922615,0.833185,1.786766,80.659861,1.106517,61.204408,0.0,1.656141,2.553706,5.084605,18.95311,19.266501,3.454174,0.446165,0.046406,6.006038,60.14794,2.681094,5.427785,0.564984,0.0,2.296066,5.646497,0.997792,11.310996,0.021249,1.373489,0.0,2.750954,24.397043,0.477868,5.236653,0.021279,0.0,0.0,0.0,0.0,0.0,0.225181,0.225181,36.987785,276.457304,79.324916,3.769995,0.477868,0.016141,22.38391,67.046521
1990-05-01,51.437991,2.736476,5.549633,0.484601,60.208701,20.34879,6.419446,2.741536,5.119208,1.310651,15.590841,1.16127,0.554186,97.863788,1.298974,53.141126,0.0,1.194906,2.454315,9.547222,15.850021,16.058328,2.875479,0.683819,0.141402,14.826258,66.516626,2.884876,6.856857,0.720522,0.0,2.074271,8.380134,0.892011,13.697093,0.112278,2.017169,0.0,2.452616,29.625572,0.613539,0.186378,0.055668,0.0,0.0,0.0,0.020068,0.0,0.309568,0.329636,44.924805,302.133491,97.954272,3.456905,0.639242,0.014238,25.562247,59.559308
1990-06-01,49.061435,4.011199,4.432796,0.589122,58.094552,21.001398,4.663762,0.533103,3.602872,0.197624,8.997361,0.751799,2.749488,91.594598,1.215897,52.342448,0.0,1.911066,3.214886,5.654586,10.582714,15.731788,2.083613,3.488794,0.113034,5.295645,50.37712,2.300994,5.1736,0.672802,0.0,1.887931,4.917062,0.520953,8.967952,0.024847,1.095447,0.0,1.366576,18.780768,0.477573,2.56709,0.121263,0.0,0.0,0.0,0.0,0.0,0.121593,0.121593,44.23954,267.684292,88.931935,1.912376,0.477573,0.0,22.483924,57.161217
1990-07-01,55.132893,2.540447,5.137594,0.98579,63.796724,19.172375,6.866259,3.888365,6.867386,0.566249,18.188259,1.913543,2.038152,105.109053,3.074484,65.819325,0.0,2.522091,3.988972,9.374953,12.193208,19.109554,3.470237,0.602204,0.196523,6.739961,65.18321,6.985507,8.623458,0.386857,0.0,3.44842,3.739018,0.3153,14.104687,0.039675,1.820474,0.0,3.044467,26.512041,1.225763,4.545128,0.043044,0.0,0.0,0.0,0.003997,0.0,0.290958,0.294955,32.593028,313.410346,103.909571,3.399442,1.229134,0.210447,25.540532,75.761195
1990-08-01,55.594217,5.19382,7.146714,1.115531,69.050282,19.293558,7.693332,2.52196,9.197577,0.544945,19.957814,2.528182,0.902626,111.732462,2.211608,60.831479,0.0,1.560178,4.019216,6.775906,16.033536,18.284987,4.560156,0.16648,0.228577,6.420778,61.582873,3.533059,7.603015,0.731308,0.0,3.312841,3.815212,0.935565,13.466537,0.032376,1.566761,0.0,3.758404,26.887696,1.253337,0.210827,0.005339,0.0,0.0,0.005139,0.340917,0.0,0.148934,0.49499,38.73071,312.275644,111.302398,4.726345,1.267438,0.002743,24.888645,72.240664
1990-09-01,58.225716,5.966897,6.20444,0.842868,71.239921,17.323204,7.005574,1.766689,11.615689,0.880085,21.268037,1.36374,0.372553,111.567455,2.510868,70.677716,0.0,2.044234,3.76235,6.838731,15.575864,18.611682,4.569158,0.454934,0.418156,6.819517,61.991619,2.896993,7.141409,0.332214,0.0,3.115419,5.462921,0.669174,13.705111,0.08471,2.073621,0.0,2.902877,28.013833,0.352986,0.796141,0.004303,0.0,0.0,0.013883,0.219679,0.0,0.162918,0.39648,42.464115,326.249139,112.24519,3.656761,0.670068,0.021636,21.333718,84.804273
1990-10-01,67.139555,3.091201,10.285207,0.495431,81.011394,21.108201,9.818578,4.927057,14.841746,1.665696,31.253077,1.717088,1.027019,136.116779,2.406334,85.776961,0.0,3.899144,2.794891,8.431613,16.635635,18.590378,4.669867,0.620026,0.184747,9.164874,75.089239,10.098064,9.410792,0.492956,0.0,4.26508,5.348786,0.862771,17.978207,0.046872,2.825245,0.0,2.663797,33.990758,0.958149,26.086929,0.112421,0.0,0.0,0.012186,0.02707,0.0,0.306783,0.346039,54.062517,424.849874,135.861516,3.57344,1.024103,0.110799,29.418042,103.025041
1990-11-01,82.480258,1.805765,10.106509,0.467415,94.859947,21.72747,12.234121,2.186772,14.233237,1.446239,30.100369,2.826947,2.293825,151.808558,2.296074,83.491376,29.037173,1.768013,3.998267,9.843721,15.453954,16.600166,7.447401,6.753545,0.397022,8.499494,105.46494,5.666184,7.875795,0.975107,0.0,7.204908,15.723428,0.95258,19.503822,0.119637,3.876855,0.0,3.967805,51.349035,0.741897,5.321107,0.0,0.028362,0.0,0.0,0.088891,0.0,0.672323,0.789576,29.061584,439.175049,152.225306,5.040022,0.898477,0.076433,28.187428,100.020687
1990-12-01,108.364572,4.834498,13.338152,0.492212,127.029434,21.349291,15.740712,1.056273,10.273072,0.535714,27.605771,2.938617,2.673525,181.596638,7.381491,74.373036,25.359219,2.914749,4.213469,15.539964,11.403873,18.275235,3.948803,0.465535,0.508236,10.2869,97.22423,4.308247,6.322633,1.061774,0.0,7.640459,17.743648,0.841767,26.601324,0.186468,5.300013,0.0,7.053292,65.366971,0.755346,25.497887,0.154723,0.0,0.0,0.01601,0.135437,0.0,0.323396,0.474843,39.421178,499.63075,180.273251,8.081527,12.849744,0.000526,25.879895,92.027599
1991-01-01,81.517338,2.957908,9.636326,0.423181,94.534753,21.625914,13.139811,1.085708,12.965531,1.935828,29.126878,2.640966,1.338354,149.266865,3.384784,79.794268,53.113087,2.2539,2.910484,20.969303,19.023279,20.626836,14.836757,3.53928,0.353148,12.082239,153.235815,3.527502,8.91354,0.574409,0.0,6.936552,8.318892,1.091271,23.497812,0.178883,4.156543,0.0,3.257406,47.437359,0.987053,5.500724,0.092136,0.0,0.0,0.009368,0.209734,2.135954,21.855632,24.210688,19.21053,492.608171,148.924793,4.52756,1.015135,0.059203,27.288416,96.144583
1991-02-01,60.188746,1.096766,7.563483,0.180143,69.029138,22.844604,11.909793,0.63719,22.982821,2.873554,38.403358,2.462734,1.691284,134.431118,3.093423,71.63607,34.163372,2.855572,3.272928,14.90004,13.619329,27.996934,4.967711,0.692391,0.076461,8.53238,117.543106,6.465988,7.489007,1.072972,0.0,7.046715,10.626747,0.503532,19.131283,0.243869,4.506035,0.0,2.598044,44.656225,1.094383,0.478155,0.124138,0.0,0.0,0.012198,0.0,5.87681,0.290625,6.179633,12.473033,400.271263,133.194044,3.345445,1.094383,0.018714,28.818082,97.712314
1991-03-01,64.809348,1.874432,7.753139,0.564481,75.0014,25.372992,7.705341,2.534286,7.710129,2.705459,20.655215,2.057038,2.541163,125.627808,2.594282,74.091594,38.731011,3.587876,3.190151,15.317377,14.450136,18.285876,5.11166,0.347698,0.125215,10.467093,115.743783,6.12969,5.856888,0.659009,0.0,6.174439,9.714128,0.098448,30.20465,0.243989,4.893342,0.0,1.700003,53.028999,0.629139,0.43008,0.055265,0.0,0.0,0.0,0.114174,0.419676,16.119395,16.653245,12.320373,407.690465,123.523184,2.04244,0.654152,0.154337,32.669775,84.396005
1991-04-01,104.645595,2.674352,14.577433,0.414137,122.311517,22.192663,15.606268,1.760371,10.724701,0.953555,29.044895,1.202985,3.079292,177.831352,7.323385,101.950794,39.882232,3.267353,3.365344,12.921259,22.69183,27.113902,7.296399,0.598338,0.519592,16.680775,143.462366,9.125342,9.857439,1.751068,0.0,12.357672,14.026829,1.273842,76.13582,0.559965,7.588289,0.0,5.348539,117.290956,1.156845,26.170441,0.186768,0.0,0.0,0.0,0.0,1.736989,0.384509,2.121498,25.334554,614.437466,176.780864,7.182346,1.428646,0.047444,26.109574,119.99888
1991-05-01,94.569768,3.314478,12.016071,0.435897,110.336214,22.252173,16.048733,1.985667,9.034212,3.654759,30.723371,1.55071,2.282598,167.145066,3.107822,110.771473,36.243456,3.371451,4.790218,13.979036,14.353803,28.370413,4.989032,0.346335,0.173231,12.98284,126.73041,7.130595,9.64246,1.118491,0.0,12.091108,14.984992,0.92127,34.00201,0.624115,8.412048,0.0,4.76201,75.797553,1.488447,0.388963,0.224109,0.022487,0.0,0.01166,0.0,6.586364,0.253368,6.873879,18.78796,522.076633,165.869559,6.307395,1.580243,0.252673,29.443309,122.913507
1991-06-01,87.071732,2.446112,14.025675,1.703924,105.247443,22.137789,16.651538,3.135117,16.985309,2.212209,38.984173,1.676961,2.696064,170.74243,9.415866,130.495704,45.69744,3.849395,4.259374,16.11287,17.8432,24.581944,7.056535,2.174711,0.278584,12.809795,145.446249,10.782401,10.033869,1.103621,0.0,16.28607,17.864671,0.735423,43.627618,0.658211,8.825899,0.014566,6.306468,94.318926,0.827931,10.654315,0.341731,0.0,0.0,0.025403,0.0,1.51208,3.661819,5.199302,27.875622,606.455566,168.762403,7.714668,1.132344,0.439888,29.162076,156.896879
1991-07-01,148.721836,2.723013,17.195256,1.688634,170.328739,18.702289,19.633573,1.826891,16.180431,5.46078,43.101675,1.078208,7.959607,241.170518,2.865003,143.20567,44.186569,3.69104,5.918323,14.974082,31.293979,31.422847,18.614365,2.348467,0.5292,14.675093,177.820303,10.166338,12.069284,1.540456,0.0,21.144223,19.151669,1.318217,45.202307,0.627849,11.389894,0.052479,6.80596,105.692598,3.397117,19.862061,4.821078,0.0,0.0,0.032902,0.0356,3.02496,0.619419,3.712881,32.198766,748.355735,234.262078,8.804505,3.402037,0.27597,27.068168,162.251104
1991-08-01,145.477025,3.000014,14.266087,5.470647,168.213773,19.128963,24.635769,0.652968,12.268691,9.566154,47.123582,1.175625,3.320155,238.962098,5.836991,146.164342,56.927639,3.968837,5.883132,22.792658,26.888061,36.093488,14.928288,2.268867,1.278722,18.482437,199.154319,9.64219,13.25162,1.787124,0.0,20.417715,16.019985,1.073949,44.880967,1.027927,13.453035,0.054255,6.70616,103.633993,2.722339,0.340449,3.321876,0.0,0.0,0.043134,0.453936,4.345122,0.252238,5.09443,39.381445,759.651026,237.355114,8.862291,2.832752,0.350941,30.52371,164.270024
1991-09-01,145.899927,3.627331,14.770566,8.653116,172.95094,18.888437,25.92954,4.197501,19.609888,8.194977,57.931906,2.043783,4.044108,255.859174,7.065862,130.608533,49.147236,2.543541,4.342042,12.195569,29.078674,43.725159,16.372644,0.734516,0.32139,20.905519,190.630904,11.264614,10.003696,1.57987,0.0,21.98495,27.480387,1.053954,44.432915,1.065196,11.663002,0.025574,6.059569,113.765547,1.126446,8.219761,4.40614,0.0,0.0,0.068027,0.03724,3.415233,9.174268,12.694768,32.288229,768.24893,252.562021,8.204293,1.128774,0.201385,33.324698,157.225797
1991-10-01,200.842725,4.404983,19.962767,1.051953,226.262428,17.537144,27.258844,3.33804,13.338925,7.044605,50.980414,2.279804,2.902958,299.962748,5.809635,154.672354,84.523267,3.020684,7.130573,18.087151,27.570647,32.015815,9.385302,1.243572,0.602112,21.992122,215.580249,10.009004,11.278613,2.591461,0.0,35.62746,50.387216,1.879334,67.889246,1.445539,17.072443,0.065206,7.632991,181.999435,2.001296,4.313784,4.89583,0.004421,0.0,0.053374,0.486389,6.246172,3.057461,9.847817,43.926563,936.879785,298.329432,11.029597,2.053282,0.634009,30.199593,173.820914
1991-11-01,198.819384,4.505228,20.245406,1.751093,225.321111,17.524241,30.696356,7.043706,22.064937,2.555044,62.360043,3.028676,5.607362,313.841433,8.550758,173.323895,74.893978,3.493069,7.113069,20.038287,52.986222,45.482192,8.819091,1.964811,1.108036,29.575266,259.063908,13.589887,10.995291,3.071319,0.0,45.226085,41.174518,1.487086,85.550192,2.233135,22.476348,0.031733,8.746621,206.925718,1.911654,19.433293,0.597461,0.0,0.0,0.024196,0.018899,6.290393,1.762171,8.095659,49.091676,1054.902065,310.708282,12.498575,2.249381,0.717288,30.151667,203.93959
1991-12-01,199.298414,7.729643,13.967433,1.305281,222.300771,19.264503,26.591896,6.290758,16.816107,2.184452,51.883213,4.707388,3.281204,301.437079,6.294674,154.259899,67.980401,3.14918,5.706175,19.131118,30.434169,40.485016,9.610349,1.207079,1.535402,20.414992,211.950716,12.296835,10.670584,2.001067,0.0,35.36665,44.379388,1.778154,87.583032,1.390015,22.63482,0.0,11.937971,205.07003,2.49131,0.579814,0.690739,0.0,0.0,0.0,0.000274,13.98062,0.417259,14.398153,53.849764,963.693829,299.012444,15.10614,2.713891,0.375294,32.447101,177.37068
1992-01-01,189.192523,6.079293,13.557593,1.225802,210.055211,18.556924,26.503417,1.079951,12.505401,1.648267,41.737036,3.256515,3.801163,277.406849,7.286161,152.383156,69.07579,5.286846,5.327519,26.527803,35.55929,54.774128,8.151865,1.553111,0.986898,17.190234,237.638169,13.204685,12.601114,2.9465,1.613734,28.929952,32.755767,1.435012,72.428203,2.459319,16.891272,0.0,9.291502,164.191027,3.007358,4.348651,0.513886,0.0,0.0,0.038608,0.117392,6.291264,0.321017,6.768281,32.241321,902.946207,275.105426,13.185833,3.162246,0.480913,24.541657,172.174718
1992-02-01,219.897104,6.911034,19.438412,2.086554,248.333104,13.364877,22.12915,4.048097,21.524699,1.450216,49.152162,2.293976,4.329176,317.473295,6.322965,146.15354,58.523381,5.375223,6.503311,23.481444,30.36923,47.197956,10.562794,2.498749,0.558389,17.871722,215.744363,12.802164,11.765403,2.660817,2.302856,32.509243,46.017241,0.714169,62.264933,0.708568,17.852228,0.0,5.645545,165.711927,2.38031,0.905159,0.917689,0.0,0.0,0.034997,0.425919,6.368024,0.367979,7.196919,34.652574,914.187817,314.221598,7.068282,2.510434,0.701013,21.157166,174.001204
1992-03-01,266.262298,3.817605,22.360779,1.892158,294.33284,15.825309,30.713585,3.851525,19.720063,3.164537,57.44971,2.921877,5.336036,375.865772,7.788599,161.778626,72.230218,5.019473,8.23272,22.934876,47.796044,42.639965,8.377961,1.949849,0.211672,16.001073,239.990882,14.597031,13.064437,2.054609,3.21495,41.843453,46.363937,2.376326,73.232013,0.84519,18.50002,0.0,11.007085,194.168024,2.791109,0.329803,5.236281,0.0,0.004427,0.01224,0.184757,6.089222,0.309297,6.599943,57.454786,1070.337821,371.79721,14.228601,3.010122,0.761074,25.763248,189.274209
1992-04-01,247.79398,4.139314,22.243168,2.574712,276.751174,18.02866,30.200579,9.635312,16.577529,8.349763,64.763183,3.805897,3.980374,367.329288,10.295816,205.816957,77.74951,4.382039,9.254353,31.955821,62.709308,51.260728,9.867854,7.052479,0.556705,19.156715,286.921688,12.976176,11.764104,2.306723,5.603958,38.633687,55.278063,1.453689,91.203051,1.442527,17.361804,0.0,12.316435,217.689256,2.332608,9.651808,5.395886,0.0,0.0,0.024434,0.0223,10.458717,0.488356,10.993807,49.94027,1186.042169,364.677815,15.212651,2.401308,0.732151,39.819632,232.670339
1992-05-01,268.614892,3.87817,22.213155,1.3201,296.026317,9.977403,35.104315,6.443906,15.090076,7.994941,64.633238,3.340684,3.82196,377.799602,7.663924,157.707554,57.886871,4.282445,7.597438,37.902145,49.562549,52.686845,9.492548,2.140108,0.328404,16.553297,253.518894,15.086244,18.9185,2.342317,3.449113,42.451067,61.295785,1.918406,80.245245,1.61448,18.678859,0.001654,12.102757,218.308253,3.612678,0.420001,6.809099,0.0,0.0,0.007122,0.0,3.260362,0.315097,3.582581,56.727683,1110.860199,375.517005,15.637297,3.695001,0.787702,27.756934,180.459453
1992-06-01,289.748647,4.663309,22.799485,3.062283,320.273724,9.233124,32.1264,9.022593,14.458241,20.966239,76.573473,2.502808,5.478916,414.062045,8.16462,190.205113,73.754452,3.500721,10.572695,46.441032,70.277952,75.638376,12.046333,4.709645,1.623991,23.370926,338.278732,16.342609,16.282823,2.523763,3.590897,51.601723,43.902952,1.301465,81.431121,1.854584,21.966809,0.0,13.36809,215.426744,4.237624,1.927518,9.226046,0.0,0.004752,0.045471,0.72387,10.094199,0.324295,11.192587,69.615576,1284.734088,409.870649,16.543936,4.31685,0.748034,41.724764,212.827806
1992-07-01,327.130283,5.72544,20.995539,1.670212,355.521474,11.451482,39.201643,18.078989,16.186465,15.498669,88.965766,3.336112,3.441258,462.716092,8.247653,202.310269,95.19319,4.790729,7.562548,36.172908,65.016663,102.196871,12.395125,4.103791,0.627366,26.559619,375.972822,21.354012,23.138649,3.433592,9.885792,46.084767,56.180594,2.289173,115.441494,1.815429,24.79665,0.0,12.97868,259.586787,1.907919,10.409376,6.006042,0.0,0.015345,0.000668,0.430287,9.770722,2.09544,12.312462,84.032675,1459.96013,460.300132,17.087126,18.488691,0.576552,48.365252,226.744152
1992-08-01,330.515602,3.846483,19.398168,1.702496,355.462749,11.43601,38.953389,12.953675,13.893754,13.716338,79.517156,2.653642,2.815116,451.884673,6.191967,235.034,101.190225,4.634866,7.115763,44.707279,60.185712,90.213077,22.045371,1.198074,0.86485,33.575041,386.467286,20.737028,17.36033,3.780836,2.14905,51.605778,46.642123,2.922847,108.089514,2.099563,25.286372,0.0,17.456844,254.103041,4.527536,0.784629,1.763776,0.0,0.0,0.134927,0.172396,4.573562,2.275059,7.155944,58.448962,1429.65203,449.977753,22.479705,4.681129,0.714917,40.759665,255.049831
1992-09-01,344.10439,7.743745,23.93786,2.130225,377.91622,3.345602,35.124716,6.688966,24.171286,9.98632,75.971288,3.623703,4.696734,465.553547,11.341746,224.4129,93.65481,5.708221,7.449252,35.150023,65.796311,63.892008,10.886817,5.305397,0.84311,27.075552,336.696475,20.934974,20.260384,3.205641,8.29504,62.676392,60.959405,2.9788,127.531954,2.516116,27.249039,0.056114,14.305752,298.273572,3.952432,12.70123,1.303444,0.0,0.0,0.180769,0.103117,11.411691,0.31893,12.014507,67.131155,1465.142073,462.115949,19.886109,4.101514,0.941751,23.644591,259.891706
1992-10-01,329.953346,5.672606,22.294589,3.126368,361.046909,9.512859,42.273523,3.192733,22.462113,2.19548,70.123849,4.644553,7.717827,453.045997,10.180896,259.716382,100.359454,5.226597,11.83199,35.070551,74.486147,72.605024,12.302306,2.936691,0.775674,33.361235,377.598745,28.643076,19.959196,5.425368,4.176523,84.960875,47.3985,3.503839,103.704573,2.313768,29.643616,0.0,18.975185,290.500356,4.728101,8.056093,4.908956,0.0,0.0,0.230052,0.02337,8.331232,0.654895,9.239549,69.280682,1516.816844,446.893956,24.79378,5.364552,1.068512,19.545625,292.33168
1992-11-01,305.333937,5.107431,20.42948,2.996,333.866848,7.419004,31.182627,3.518471,16.030836,1.423081,52.155015,4.16179,8.864089,406.466746,9.604212,236.090828,69.530702,3.952633,6.186211,29.503634,67.350168,53.410893,12.120007,6.240675,0.947907,26.166532,294.39643,18.987068,12.388265,3.556983,2.381614,60.176343,44.547346,1.86417,84.702255,1.810394,23.931026,0.0,16.333515,233.365049,3.643098,14.071531,0.919606,0.0,0.000465,0.017519,0.656038,4.931012,1.446756,7.05179,49.756677,1273.692829,398.384275,20.019938,3.985159,0.675478,16.522346,261.403497
1992-12-01,248.048176,4.772919,17.704597,1.776607,272.302299,7.639353,31.377832,1.886691,14.514463,0.987925,48.766911,5.518027,9.532708,343.759298,5.88057,297.306952,62.463133,6.396506,6.798537,36.7784,67.432472,72.512218,11.187859,2.437144,0.554067,29.78712,313.568128,17.220672,13.19783,2.900238,2.027675,45.941183,28.504027,2.703449,94.452042,2.451995,24.405113,0.027487,15.324944,213.81024,3.933204,10.024493,0.411707,0.0,0.0,0.014217,0.462044,5.82057,0.472787,6.769618,43.792008,1257.381961,336.290639,20.524706,4.092196,2.175608,16.031996,317.67632
1993-01-01,207.263502,5.015045,15.441119,1.779251,229.498917,7.923783,27.326255,2.745284,14.751775,1.865483,46.688797,4.272207,6.960704,295.344408,10.043939,184.890593,69.928101,5.050633,6.610703,31.369407,68.464879,66.894272,11.305531,1.415586,0.369599,29.825411,314.229237,22.995115,14.317417,3.500193,1.726004,36.875066,41.07656,2.123087,69.096481,2.129597,16.260595,0.0,9.637836,177.199222,2.356205,1.789672,0.442641,0.0,0.0,0.04639,0.264906,4.684352,0.184235,5.179883,27.628034,1038.647448,289.295713,13.8907,2.384833,0.490581,16.806757,209.686307
1993-02-01,199.871775,4.804393,17.155878,0.940831,222.772877,4.420063,24.328022,2.057653,13.126852,0.682973,40.1955,3.828964,5.391555,276.608959,5.876039,160.592131,61.066855,3.115465,5.302889,25.607825,36.728044,56.062318,5.555366,1.187498,0.52254,22.060892,229.691117,12.481425,12.629122,2.174867,1.526,34.520456,32.295179,1.470488,66.873815,1.824271,17.193477,0.0,10.323793,164.501479,1.986185,9.659245,0.953707,0.0,0.017861,0.100789,0.085272,2.362472,0.264366,2.83076,28.575973,897.605584,272.465187,13.618552,2.052422,0.418415,10.989653,179.595022
1993-03-01,303.598036,5.573509,24.545057,2.088118,335.80472,9.053649,43.876959,3.402558,25.310116,2.510482,75.100115,5.625865,4.693043,430.277392,5.835515,207.531768,93.219645,5.060117,7.704483,31.492781,81.370011,92.723798,9.913933,1.205793,1.036909,28.08007,371.586976,19.779436,15.871107,3.366886,2.355862,46.157835,44.271597,2.743068,87.504964,3.982783,21.674067,0.081965,12.16012,218.576399,2.028461,2.378101,2.425229,0.0,0.0,0.094619,0.156598,7.187185,0.370787,7.809189,52.885772,1322.928657,426.998716,18.967936,2.069848,0.511866,20.592554,238.677399
1993-04-01,283.83635,4.632771,23.656952,1.135435,313.261508,8.750805,39.631923,1.55098,17.378667,1.171718,59.733288,3.45111,3.926346,389.123057,5.246161,194.73169,71.675919,4.779592,8.377539,28.509968,69.112643,76.823683,11.935833,1.792326,0.47012,26.139567,315.129271,15.512081,15.536128,2.827146,2.841489,54.534089,38.119246,2.917945,82.94375,3.260436,21.141788,0.000351,12.722794,215.640399,1.873218,6.800036,3.383025,0.0,0.0,0.039755,0.074668,3.999148,0.416179,4.52975,49.14914,1206.81051,385.907064,18.901526,1.978381,0.500044,14.924613,217.356518
1993-05-01,262.90737,5.358316,24.326398,1.918973,294.511057,9.039886,34.015175,5.042902,15.818031,2.634846,57.510954,5.645929,2.666759,369.374585,5.723545,255.921622,63.569479,4.953867,7.709611,39.841638,67.062836,87.918367,8.251468,1.320932,0.832084,21.36134,323.875973,21.054351,13.113903,2.48292,2.567797,48.695251,49.681479,3.242644,77.729697,1.898539,17.278169,0.224659,14.289608,213.040046,2.197597,3.772708,3.688069,0.0,0.0,0.173553,0.384103,7.012828,0.056907,7.627391,50.012252,1253.398408,368.057358,19.65545,2.305877,0.347928,22.363563,277.463198
1993-06-01,316.259197,7.682928,23.411412,1.894655,349.248192,9.410735,49.866591,2.177699,20.658581,5.720869,78.42374,4.528405,8.207214,449.818286,8.409523,231.441198,85.724962,5.101982,8.871356,40.256177,78.502468,89.737834,10.398192,1.987794,2.321062,31.936331,374.92765,20.089492,15.953837,2.887249,6.47097,56.762146,46.354947,4.988315,74.290228,2.564186,23.799491,0.012306,16.593241,225.36486,4.57908,7.319446,0.99616,0.0,0.0,0.016162,0.170232,12.438912,0.289229,12.914535,69.103427,1410.186221,444.768635,24.158048,4.733007,1.394136,21.837708,260.509302
1993-07-01,368.131717,6.22532,23.192949,1.966159,399.516145,9.399422,42.584007,2.239906,15.888106,1.927682,62.639701,3.504801,4.105592,479.165661,11.508454,345.911204,75.413672,4.995296,8.794969,43.093295,82.067467,86.879291,17.498102,2.507677,0.666166,35.564781,379.885876,22.40516,17.275924,1.924498,5.871621,50.071302,44.685626,3.13813,106.4798,3.615347,22.292685,0.015802,11.882645,242.181337,3.028051,0.680802,0.539367,0.0,4.652181,0.120862,0.959933,8.245624,0.199039,14.177639,57.052435,1559.202869,476.641928,18.651924,3.294014,2.072707,17.071811,373.307764
1993-08-01,348.904774,5.710096,22.139765,12.595772,389.350407,10.148971,44.084037,10.846632,18.185031,1.593492,74.709192,5.634388,5.704817,485.547775,9.787805,239.771066,65.995256,7.652594,8.335042,50.047867,82.90165,127.200385,11.459585,4.644251,1.607951,31.298706,417.165397,26.02211,12.995257,4.217933,6.534916,62.001406,61.771839,4.604071,94.304041,3.268065,26.453419,0.04569,17.931468,270.379999,4.177294,0.805102,5.770632,0.0,0.0,0.361267,0.0591,7.019749,0.43752,7.877636,73.284728,1538.31554,480.979919,25.849294,4.283403,1.069188,28.223483,267.743902
1993-09-01,340.040618,5.643579,27.867774,5.677053,379.229024,9.898926,45.560568,6.589223,19.104197,1.907794,73.161782,7.502986,4.190764,473.983482,18.973664,267.339082,73.169499,11.624521,7.048072,39.376371,82.980705,91.782297,15.504319,3.383968,1.631971,31.095337,382.417689,24.820629,21.695477,3.779039,4.349846,82.17544,59.565674,3.444613,94.337447,4.311419,21.80065,0.0,16.872838,282.508081,3.508089,9.71619,0.942002,0.0,0.0,0.400923,0.098096,17.965,12.101972,30.565991,62.851753,1562.630385,471.073212,24.62887,3.698491,0.581279,25.898929,305.416943
