web-scraper-order,web-scraper-start-url,Categoria_Electrodomesticos,Categoria_Electrodomesticos-href,Refrigeradores,Refrigeradores-href,Nombre_Producto,Nombre_Producto-href,Precio,Marca,Foto_Nevera-src
"1604780545-321","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Filtro De Agua Nevecon Samsung Haf-cin/exp Da29-00020b","https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=tMmgmjmKGORi7Yn4cidxA0vEb%2F9CvlaFZnqSd3o1C%2FHOo5B5%2Bh1TPr%2BDdB%2Fr5DFXILpSvzb6K7af8H3G3bvji9fekMzDjtscbUEy9x1kGQWlaDrs9zn7uurrUlWZvIwR6KBSgh5QknuWv6VpBNwH5SEsn6N%2FZ6KIyh3V8E8em2mLa2NWA8WD4CU4hQQtLjtHzHb2s7PopooeAY%2Bvg73u10gBZInOpmk6qSxhb3nchnPzLS2%2ByAerRxSXa4fTC1WHVTHJiJ36gDNsWSROv4IVaXU%2FFHNBy%2FzpeDLuea72COI%2Fwx6gIuZ6oTgd4kqVgIYI1GgsJMT3sDIHKNTYaJWdURXdfQDnMd3kkgjLa%2Bn76xKgpdG6XI7TmTsXMbTn%2Bu43jFIRCh399flRM27ISTifpGEuabs4E0Yx0S5Fq9vEJ%2F0HSzMLZGlegnlLh2QHyag5JOMEjj2IlSeA2s9yNyq7M%2FdZXYkBtdd5OPKgyEyKqhQ1L62tR8ZHlEzFPK9lALcc1Friq6VhjyAtx6kgJNaqjt3RoFjhLRUaKrhZ8vdn64NatkL4MqrbYkU3CxTEyiwS2OkfKXS10LTWPMFv8jhLG4FQXz%2F8vYfIYPAt27wSwrr18cZgQF2aNy5vNKd7RSOxrmrfPmRCpWyCFV%2F7Pqiu9vx%2Bt%2FWVSJ20puA4AhjSi6VWTXNkF6ATkcJH33ITbsFUkG9YAK5mjdeHf0LcbBlp2%2Ff32%2FaqD4U18pAo8Lv1EmGsRkmw5KNWqMbzDi4Pg4xmt%2B9J8S8HL75nVYTtYLkEqNUsb5jmv6AmCF1T%2BpM%2FeDuRa8iBdba6L4v3%2Bhh%2FBPytmWf7jqYnl4FLRdfBqJQJTzvnYD1GJOc%2BHEBJ0VGTvzdOB%2FLgzBXO4n43BcPzk7r3i0rIQvxoJPH0iDwSrnHsgcDv9qWx%2FqY55deVTGhun9KJkWrWWhq6h0idENazospTo5pYqoDpmZNSg25%2FsEixEFdIHI8kTu0qheBkSHezVQWwyKlYADMfwgIDR%2BUyi8ScOTdpY2%2BqrrAph%2FvQhFhCjbV%2Bs3PXrzJ9I5UzJ6ifI5bBOkS7zwgqWyQxT23rVfuDNNJCALD57yJToIaCuMddIzpVKMBENQ6ggNRuE6lLhPyK8%2B3lpi%2BYEzczpzSKQBpXIwB4BU2AFVXoTTzJo%2FUCX6JdGbtxy2NludW2uF6UCQPlwL6BaTpeLnuamXUjBK14%2FQFk4heh46ALqXXA8wgtMh64fXgi7od9UzG06dWKhfetz09ljfmjS%2BLbvE8j5lBIuFOX%2F8AETo4IMUTyL%2BcLzv94BxbZjVw60YRuErKUR5xBoffG1VKW8B9sOpcBeslUZP%2B%2FBrbXgKWmuG8QUqpTzuAV1D%2FVyA6FRR%2F1Q9M%2FIjjYrtektNmT2qP6MYFS9rxX6%2BoJZIQCCs8%2BEYcbTci7rS6%2F9bfFp6itwkHKHFO5dkeM7BiX4s7lh5CsLLjg7c3%2FCnEgm3VzjWlUxtUl3Z8Hbq%2F2RGdZLSalyHqZ5FHPhk2SNPhhlc68c%2BJz6QbHL%2FtBueDrymzPPpfHFHOU5N7zjJN3dip5oT%2F38IZ4eSfoyN%2F7BHnEkZTAs8QxLKtn6c1ZvQ5YKCZNCQoFR3zwOH6AYzkGhKWO4q%2BtcGopXlJsQLKr3pqUHSKkhkREW17JapGJvjg4r2wiyMC%2BnXd1YSwF8apeRgHXkuFBysKZ8n0X726IIXaRJfyqr2TbHg4D6VMCXFQ0q3fQMBAm8OMMUj%2BlRayxCCJF%2F7y7aOM9hF2EWny0EruI00s%2Bx9p7LcQvxnQ%2Fxyt6EaZxfFpyRIQB8f0WsVilr%2B%2Fsm%2F%2BWyQM%3D","","","https://http2.mlstatic.com/filtro-de-agua-nevecon-samsung-haf-cinexp-da29-00020b-D_NQ_NP_932716-MCO31048435837_062019-O.webp"
"1604780414-205","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Filtro De Agua Para Nevera Kitchenaid  W10790814 -w10413645a","https://articulo.mercadolibre.com.co/MCO-477112245-filtro-de-agua-para-nevera-kitchenaid-w10790814-w10413645a-_JM#position=55&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","149.000","",""
"1604780424-215","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Ejecutiva Clima Fresh De 2 Puertas Cf_87s","https://articulo.mercadolibre.com.co/MCO-567899642-nevera-ejecutiva-clima-fresh-de-2-puertas-cf87s-_JM#searchVariation=58697589980&position=52&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","CLIMA FRESH",""
"1604780558-333","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Austria 304 Litros Haceb - Manija Externa Aluminio","https://articulo.mercadolibre.com.co/MCO-543756968-nevera-austria-304-litros-haceb-manija-externa-aluminio-_JM#searchVariation=47125677036&position=16&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","1.154.610","",""
"1604780558-334","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Austria 304 Litros Haceb - Manija Externa Aluminio","https://articulo.mercadolibre.com.co/MCO-543756968-nevera-austria-304-litros-haceb-manija-externa-aluminio-_JM#searchVariation=47125677036&position=16&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","Haceb",""
"1604780512-288","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Mini Bar / Nevera Titanium Challenger - Ref. Cr 152 / 121 L","https://articulo.mercadolibre.com.co/MCO-500357693-mini-bar-nevera-titanium-challenger-ref-cr-152-121-l-_JM#position=29&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","Challenger",""
"1604780503-281","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera A Gas Natural O Propano, 275 Litros","https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=9XoGgcKrkRD2NCTiVJ8fYSlgRNwH%2FKVreIs1zxSfkNGg9%2B7h8bmxXwXX09t%2F5U3ej0jGeDHji2AvxOBw7elMjxGnf7%2B5JJEXu%2FqO80ZSAtePHC0AWVQ%2FrLSUMdcofS3iNSa7A5H3TJ0044sRJA6eeQ4ujJdE6408L7gjU1o5IPf2%2Fdm3TMo%2FoRKq37PsuI8fmDg5blyKnyCJjOJnqHqIgOGpJ54lyAWzMKvSCO023Q5%2BgvBHYta0DMtlIN4J2WmmeTCrIxLJ3wTqNv8hQkpXW9y8ofJRoBQCzkCVwfnQpVB%2BryYzREtafWRO5xSCG6VcTL%2Fb8cbpCT86WHYJNCE0ULD4iDfrSru0XAccafDbWNb9wa0VdgxhvewWHpIp0Vbp1hAurrRDlmTakpFGbh3xRKtDSRYllrRzrOxiGVfxe9rWdJoPEmtIqVkwhjLOwJ8yGrd5eo89WSBx7mDcdUfXi09JMSIWmSt5t1Ht82qfprXRNmjpKb%2Fw4FSfxKPgpvOpHOs1n%2BU%2Bkfajf6qBhfPY2cSI0JGZ9W7bi2CnJ2%2FMk558xwThv04e2UvWBOMVlP9Y%2Ftyt1LD3t4fT2dzHozYaFiMdqfOltGLaMPCci%2Bnx43Hp98K7qfvXgwVEdUSgrPV%2BthU1S5n5SCtjrsJUfPpZg68zvJfpOGGSipqvGjO%2FwlNVuNETAeLjN58EDBLnP%2BPw9Zuo0xsV8JdIyUdoFWNIqsnDeWvGfJi24goS4aJzv40TlRBVy8F19dOMv9xIE4Ei5uz4CBoryXWanUDE0l6DI7TMo7unHFujDU7Em0RrWA91ARBi3MI7zKJg%2FLK9fPQu5yXL71o8Uuf2tBpdhef7tE5mRfbPZhk%2F988GrD%2FdLPz8zVM%2B07bQoK8MnJz51JO2UiYFqQKpWhSWejSd2%2FrFIgkpocM9mXAaqgWm0f32O6XHAmVaQe%2F%2FdRqrEhS7hlJmM7fT4h88SEIS6e1Ak3AvsDnrjDFdiQ3up2mWZ3lwLLQwu0bVbPS31CYXqBUAGqThEg2pkjQbmjNV4SrazYdYFhFyNfNzDXqUjYcaytkre0UAEbiBCteRniVGwMuD0cr6x5u%2Fb07f8IqVSI5%2BRo0%2BhgLqdwpZmF4li2bR3CGAY3i1Dh7wUVuDP1%2FJ21hX7LkJ%2Fuf%2FbR0vGuAtnhJM57Cv0jtdBvT15ZAxRjogZw3TFJo427%2BdqDVhQpwZBV0oKb6yQU4HvM8xeBEWsyjJJ%2Fjmaikq%2FNzOOMwyT6fmywMVlXjgK5N4raOR%2BYyX6N10mPa5FBwBMF%2FTQU%2B8djvs3ulu%2Bu7E2Rkyubfo%2BgTZNZ%2Fswk9ICYeDRcxKIR%2FC33nKQ7C5ypyBHAOKQ7KA7NJTugpUlOd3Ks6S1nIXfF%2BQKp%2B9DnWNfr1ZLFKTsUjrMroZOZDC74j6CmafgB514mw4QJMC9Sj4ppLhUbSjdHF490a2QeAYogFIGXUEyfljEPpXFOytH4x7X6YFUuL8dIhsLhek0DRzuA5wZlltduqLwfMrsOI9fUgR9UYe1NraQkmIeR2ruvgTkbAvkBdHxr3VrtYE5NslechOPhhT4UsdwRIJ0CtOOwUv0XCU2JoFTynYiT21x7P%2BDtRRReWbHTx4AxVmITCP7GazZxpIDEgLAm3wj21tCwiD7vMXaYd2SBV4J6h1MUzMkuk9ymL4gX5mc1MmKGOREZohc8k6mWb%2F3uK5HtOVWICHSwMH2MQoSXuO4nlCPDiIMqIpUQXRv8Vf1NGvNY1GaodYBnW3%2BZZXGtyDoxNIWfMMpVSfwbFNdjlX2fXwLHyWTbzXWFdGspbSV%2Fo%3D","5.899.990","",""
"1604780479-262","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Mini Nevera Portátil Viajera Para Carro ( Frío- Caliente) 4l","https://articulo.mercadolibre.com.co/MCO-586955578-mini-nevera-portatil-viajera-para-carro-frio-caliente-4l-_JM#searchVariation=65470864610&position=37&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","NORTHCOOL",""
"1604780537-311","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Congelador Horizontal Electrolux Efcc20c3hqw Blanco 200l","https://articulo.mercadolibre.com.co/MCO-511209745-congelador-horizontal-electrolux-efcc20c3hqw-blanco-200l-_JM#searchVariation=39799928303&position=22&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","1.379.900","",""
"1604780488-268","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Filtro De Agua  Para Nevera LG  Adq36006101 Y Aire( Lt700p )","https://articulo.mercadolibre.com.co/MCO-451548167-filtro-de-agua-para-nevera-lg-adq36006101-y-aire-lt700p--_JM#position=35&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","LG",""
"1604780476-258","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera A Gas Natural O Propano, 275 Litros","https://articulo.mercadolibre.com.co/MCO-455982882-nevera-a-gas-natural-o-propano-275-litros-_JM#position=38&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","5.899.990","",""
"1604780507-285","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Filtro De Agua  Para Nevera LG  Adq36006101 Y Aire( Lt700p )","https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=gXXLzr6rOK3tVKjW479gcyTHfhPmxl2tHvoHB32969lTTLcBJNvwQMOwoa%2Bm4QufDuDrn62VQCk%2FmzdA%2FTWusmsrZH2vNFLvLoylcH21iwjb6el7FjwaoktvFEuMogjJPG%2BgdXFmiCj7yrc%2BKqjsHrqvTEALdtdhzQC7jgb6oCum8tXtNR39g5ObX3EdlRgyWNS%2F4zrqqJDI%2FbmhBs7z715Oa1ge9BBOIPFi2kEzWDGC3oJW5cWCxhZuiMZmHHNfGImFpmSEDxvcZyMlVS5FgqOAtxcCxI7npK5m3O2czDbSxXrnWOrQgaJefk8BKVAKWP1oZ%2FsrX95PzpuFVgyqg2xBnmZ3Jimzb9xaXRymgqH1snPGZWuGYm8DZeXFvs%2F%2FKvXn0zi9Y0bgC39wS2RtQRkrJK%2BkuZDhRlIvCjQaQWeWzMlAZL53BpaLMiErU62m9dqwmHfKmTh7%2Fl9OMhBvLQUcD7ZQ5ECJ8N7SLKwFOPxpumyCp7oGDxh3EwmeeXFfE9GVFALwwh%2BxHPm%2BcNuDjP4PreLo0cUOCIAR2P2MSzYoirL0ghqGErxA4sBRQxvpxVXrMc1F23vpTPmgumG5sjS2k08Sae4NxvZL1k8IWLUjQiV3jpBGIuEh38%2BygeSFvF0tfvQ7nsD7IwRh0lALGMMW12hL%2BSJEEDnYYSuSZfUZo8K7JpyiYxioUUbMk4UO%2FdOPO9tpVdysU%2FErGgRf25ZmHjpQch%2FthqhPE2Dp%2BWsyG6%2BvwtmK1d7w368pvMuzteCr94jNFoP7Tgvbc9P2J2yp3DoKZa%2BOZtQ%2F%2BlzAmp1Bn4yXTH%2B15c7r8Fq5rtylmHQHW8LJcr28TI6be%2FNmutWDh5eild%2BbC4g88J6%2BYhVBGYSB7j8Xzzoo6dt7b31lEg1dTI7hg54IcdFsScuW%2FB1ooJpY8pmuAQg4zpGQvotvkSVNyVdD4nRkKApi%2Bi7eFp2cMn1q6Grlncu9uFdQGufVbZ%2F1iNYtBwGKY4Sbco6%2Bep8tf4duT00X2D3nimBB%2BXcCSI3vusPSsghpzNk41XJ4KQ%2F%2BpUbWWjbRTYfIFk8Kv%2BlmlYlj4B%2F5Kpvffs6rJVNcUQD%2FViLfnyc0mIZJTZjKRh%2FbE0it7uY7Rs5HqHljnjj184fV9d6kgP1VV9EmDc4BmvFLZIXFf2zzH%2F%2BM3f7gamJFeH9bCt28uzMzM%2FftN3BtcjUMizLTBGa9CcaBXqOM0Q05iEUJuZToZxahg5W6c7mq2UkmwqC7W29yRI70qJ%2BTTVy%2Bjk%2B%2FW7qrp%2BbvUHl8wcdbMKt7znhONQ8tLK2beiKVJs9PmBhyJRmgibftrMC%2Bdff%2FqtwFudi1URUDjosG0qc8maImUpqo9NgOwmyE7YixTY1pX2l06RFlFZmqjFl0LOgnzyiwrDMp6k1UvybMgX7JAYiciNiQgMyyNVl5c80%2BkFASdzIiQMjUjFVlcAp0kPFD1t3GlxDwIUAGxwNfeYZBgjDmC4u3uP2cDX45zFQY1m0%2Fu9PnSLtfUf4PLWApO%2FvPj9uIOgvO4mteMv0tyQxVR7lOXDmrN80m9fEGvUMVc1DlFQpuGqCdRpgBqBEaCWRVs3tKSRwF9Cj0jT1TIuW1UAqIzjV12LFVmDjU0TGZL3brEUsJHlNJLry9ocJ%2BROvE3SkcZ3AuK0ZgYIUbzLM4RttPuoZwk%2FJM%2B7VTnNxeAuMtLfxV%2BovN%2BOja9KMIErHLWfouAjioSTbYP8m9sRK4FSVXfTEKRmcYCLKSiQN%2B2V3xFvELNvJkze%2FzLHbAceBtiKWQRLF%2FSjT5ImG35ttqdSLywxO5Rmc13L%2FF6SCPvn%2F3%2BimRT1E%3D","","LG",""
"1604780466-249","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Mabe No Frost De 230lts Grafito - Rma230fjcg","https://articulo.mercadolibre.com.co/MCO-504851314-nevera-mabe-no-frost-de-230lts-grafito-rma230fjcg-_JM#position=41&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","1.045.500","",""
"1604780428-218","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Filtro De Agua Para Nevera Samsung","https://articulo.mercadolibre.com.co/MCO-480596819-filtro-de-agua-para-nevera-samsung-_JM#position=51&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","PUBLICADA",""
"1604780558-335","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Austria 304 Litros Haceb - Manija Externa Aluminio","https://articulo.mercadolibre.com.co/MCO-543756968-nevera-austria-304-litros-haceb-manija-externa-aluminio-_JM#searchVariation=47125677036&position=16&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","","https://http2.mlstatic.com/nevera-austria-304-litros-haceb-manija-externa-aluminio-D_NQ_NP_674942-MCO33026688682_112019-O.webp"
"1604780445-232","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Mini  Figadiere Portatil","https://articulo.mercadolibre.com.co/MCO-590365856-nevera-mini-figadiere-portatil-_JM#searchVariation=66381602973&position=46&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","FRIGADIERE",""
"1604780576-350","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Minibar 47 Haceb - 46 Litros - Blanco","https://articulo.mercadolibre.com.co/MCO-450813209-minibar-47-haceb-46-litros-blanco-_JM#searchVariation=38806562469&position=11&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","Haceb",""
"1604780458-241","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Mabe No Frost 420 Litros Tipo Grafito - Rmp420flcg","https://articulo.mercadolibre.com.co/MCO-509874369-nevera-mabe-no-frost-420-litros-tipo-grafito-rmp420flcg-_JM#position=43&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","2.065.900","",""
