web-scraper-order,web-scraper-start-url,Categoria_Electrodomesticos,Categoria_Electrodomesticos-href,Refrigeradores,Refrigeradores-href,Nombre_Producto,Nombre_Producto-href,Precio,Marca,Foto_Nevera-src
"1604780581-352","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Filtro De Agua Para Nevera Samsung Da29-00020b","https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=MZwtruDP6LLw%2BhvfSfympnkkviDVNcgaUgTsMJApJH47AUKgKA8Vfw8lswH0fODvLsW4OqtLttKCX4pkw%2BqWowHanV%2FOhx3fV4Sxvb40O0Z6ooLZUrqb8aSvfBJtHRUKTqnhnBwFQ7vNFne8Gi%2BWwJFs1TQPVN7Rhnd50h41%2BuYp97%2FENKhEfM6wFagjbacjXm171zwsMOeBPrCfNjm528mUzj77cqH4IQ7SCJgX8bP%2FzP2b%2FEU53dgL3Pvy9I1Qh5UE1AcKw%2BkLmOS92UK0VvgcLS5OZkfZ4BOz1Ycx2W1mLeRQnLSL8ZqRTPRueHS4Zo7Q1I5YR5tpcBT%2B1Lx3BGjwGzlwhC91iAsyaIHyj2BmVD082%2BYh%2FJUZwmfdBA1GzlTyZo5ZjlmKHEHzMBITiT6kMAXAV5fCfr84Kqw%2FMAtD7sJY3NYZmUb71AbsvfyhI8eKwIw9PVUbaSyHMJ%2F0NP%2Bf5Hx2uM0lvnWYIjIrxtvsY6gCM2yGnit1JWIoGpd%2BIqO9KISbrfZaiAEB9lWS66IDUcXlMjjUmCfhmtynGLZYxodb76zKi09ZIamIFQB1gw8LxIs6QLRB2sIp9DVchQmhxabm7WxIUPqjOGsNaQAU3%2BXJXZeK7O5MPMDDN4jxTEB7K2YzSaTUPopvYDqF2ihQ4B8KpSN7Zbs8H5fcGEypqVt7GkNye%2ByNm2KIDh6dx6%2BrjGIbb4vu4PaPsgSSmI2vQEynYNLzHhZgnxyuoJ59s2IfiNLEQHf7pnSVqzLzJwpwXgIhzq%2BCtg4zwPk5gtIXHK2F%2BzYlihQTztsBkFAn5ohM%2Ft%2F8ekJmO9FgR3BrXqyqxMpJt0FHNhZZ%2F5HEt%2Bb3VNKW5XJikqMQogw0gaKtklyt8aoNMqOQG0VWTbrO3jv%2FKifPPY1E25C1uUNY35a7MtYoi6NdkUcTnVKvrxXqbn6Bg2lk1%2Fbv8L%2FLE%2Bg1cvxVw42PZIUXC3FCKtdHa1Bzn4luIglrog1pjvMbGhZvRL2E0vf7K%2FnfS6DJ1iXo3%2FyPYenH37h1yTLD7fJZTFlfdynDBYG5Hb5vDhczwaKA8E2JGcFwICBAK1FdC2QFclA0hF2QcTaxhKMbBKl1%2FLbnV0ENl50ffu2iMgV3m1kgZvHNgMcfe%2BQOLIv3wfxXHtAeelTr8dLQg8eYEYgBGwKHppmMfjNdOORuzjOZ28WbcD%2FA2KsM0gwXxaaK%2BOcW93elxd332bZfxX4YN2LRLUPAxtuOO0rLUaMfyypYG%2BYnfuGOgBIpgxjM4%2FHgDhp39UMjOBDtS3P6ZCW6Cr0GvjiMrd9NFt7X%2BxUwdk3kv3OvM1weiLsmMhqKMMMV%2FHTUOYO8ZU0W4moJ9htIMuW65e1nMBO8VUPfQZR6yzc7C4FfxiVvo3KMdzKN74oN4M8Sed2cGJMnxZFGmkxzG2%2BXfyEIiHvR1I4kaIXdR7VjoxZMS%2BQxfBGIy7oIh3FdU%2FK1VUjKuJ3jCph0kIQOaoWOIbw0c2L9hFEJM%2BEwyIxhtQyf5EsLo2vtufzd6IpMEpC0O2tWXbXF4AcwXri4yP9LUk1PPNGxvapvRso8Lk1O2ylef5Hm9%2BwJUlBMcAo1berdJrd0WdKplT9bfLhamvIa3t%2BRN%2F%2FbL%2F0AKg6LOZ82ni5kWGJpk104QjFGPr4RD9386tk%2BL0mAOyRgp6iAAzm%2BMCeYJ5TlWUoB4XGiF8IBKlAYcLeQ6oQgK7kcVIHcp4ggZ3QXNhD7CbyBqP6bpV8pU0aoaJeLvLTQQUhOsJo%2FSC7Hjb1MU3EgQAN066f0s%2B1LoPUcuqS%2Bp7TvyHEe79bKlaU%3D","126.900","",""
"1604780491-272","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Challenger Quantium No Frost 428 - Ref Cr 428 / 370l","https://articulo.mercadolibre.com.co/MCO-499642613-nevera-challenger-quantium-no-frost-428-ref-cr-428-370l-_JM#position=34&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","","https://http2.mlstatic.com/nevera-challenger-quantium-no-frost-428-ref-cr-428-370l-D_NQ_NP_914656-MCO41468676106_042020-O.webp"
"1604780569-344","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Fabricador De Hielo Challenger Fh 8215","https://articulo.mercadolibre.com.co/MCO-532406384-fabricador-de-hielo-challenger-fh-8215-_JM#position=13&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","","https://http2.mlstatic.com/fabricador-de-hielo-challenger-fh-8215-D_NQ_NP_637890-MCO41468618063_042020-O.webp"
"1604780607-378","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Siberia 230 Litros Haceb - Manija Integrada - Titanio","https://articulo.mercadolibre.com.co/MCO-543757590-nevera-siberia-230-litros-haceb-manija-integrada-titanio-_JM#searchVariation=47126189569&position=2&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","","https://http2.mlstatic.com/nevera-siberia-230-litros-haceb-manija-integrada-titanio-D_NQ_NP_620812-MCO33026780460_112019-O.webp"
"1604780610-381","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Challenger Negra No Frost 312b  - Ref Cr 312 / 232l","https://articulo.mercadolibre.com.co/MCO-503894091-nevera-challenger-negra-no-frost-312b-ref-cr-312-232l-_JM#searchVariation=40455381968&position=1&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","","https://http2.mlstatic.com/nevera-challenger-negra-no-frost-312b-ref-cr-312-232l-D_NQ_NP_627807-MCO41468617147_042020-O.webp"
"1604780494-275","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Samsung No Frost 298ltr Rt29k571js8 Inverter","https://articulo.mercadolibre.com.co/MCO-550241773-nevera-samsung-no-frost-298ltr-rt29k571js8-inverter-_JM#position=33&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","Samsung",""
"1604780591-360","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Himalaya 447 Litros Haceb - Control Interno - Titanio","https://articulo.mercadolibre.com.co/MCO-543764018-nevera-himalaya-447-litros-haceb-control-interno-titanio-_JM#searchVariation=47129873988&position=7&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","Haceb",""
"1604780552-327","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Siberia 230 Litros Haceb - Manija Externa Aluminio","https://articulo.mercadolibre.com.co/MCO-543758082-nevera-siberia-230-litros-haceb-manija-externa-aluminio-_JM#searchVariation=47126473027&position=18&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","Haceb",""
"1604780565-341","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Challenger Frost Negra 262 - Ref Cr 262 / 250l","https://articulo.mercadolibre.com.co/MCO-499634365-nevera-challenger-frost-negra-262-ref-cr-262-250l-_JM#searchVariation=38989894754&position=14&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","","https://http2.mlstatic.com/nevera-challenger-frost-negra-262-ref-cr-262-250l-D_NQ_NP_936053-MCO41468621459_042020-O.webp"
"1604780573-346","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Challenger Quantium No Frost 372 - Ref Cr 372 / 270l","https://articulo.mercadolibre.com.co/MCO-499641151-nevera-challenger-quantium-no-frost-372-ref-cr-372-270l-_JM#position=12&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","Challenger",""
"1604780483-265","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Mini Refrigeradora De Bebidas Puerto Usb Portatil","https://articulo.mercadolibre.com.co/MCO-585396708-nevera-mini-refrigeradora-de-bebidas-puerto-usb-portatil-_JM#searchVariation=65032575441&position=36&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","Frigidaire",""
"1604780537-314","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Congelador Horizontal Electrolux Efcc20c3hqw Blanco 200l","https://articulo.mercadolibre.com.co/MCO-511209745-congelador-horizontal-electrolux-efcc20c3hqw-blanco-200l-_JM#searchVariation=39799928303&position=22&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","","https://http2.mlstatic.com/congelador-horizontal-electrolux-efcc20c3hqw-blanco-200l-D_NQ_NP_767516-MCO43426488514_092020-O.webp"
"1604780552-328","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Siberia 230 Litros Haceb - Manija Externa Aluminio","https://articulo.mercadolibre.com.co/MCO-543758082-nevera-siberia-230-litros-haceb-manija-externa-aluminio-_JM#searchVariation=47126473027&position=18&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","","https://http2.mlstatic.com/nevera-siberia-230-litros-haceb-manija-externa-aluminio-D_NQ_NP_697646-MCO33026851055_112019-O.webp"
"1604780520-297","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Refrigerador No Frost Electrolux Dw42x 2 Puertas 386 Litros","https://articulo.mercadolibre.com.co/MCO-511272898-refrigerador-no-frost-electrolux-dw42x-2-puertas-386-litros-_JM#position=27&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","","https://http2.mlstatic.com/refrigerador-no-frost-electrolux-dw42x-2-puertas-386-litros-D_NQ_NP_998274-MCO42256451680_062020-O.webp"
"1604780420-212","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Refrigerador Vertical Industrial 2 Puertas 140cm Restaurante","https://articulo.mercadolibre.com.co/MCO-471944186-refrigerador-vertical-industrial-2-puertas-140cm-restaurante-_JM#position=53&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","No frost",""
"1604780453-239","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera No Frost 300 Lts. Brutos Grafito Mabe - Rma300fbcg","https://articulo.mercadolibre.com.co/MCO-507509701-nevera-no-frost-300-lts-brutos-grafito-mabe-rma300fbcg-_JM#searchVariation=40936035158&position=44&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","Mabe",""
"1604780548-323","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Filtro De Agua Nevera LG Premium  5231ja2002a Adq729109","https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=dI3s%2BxIcMosTu9bxwNQ8kNKBf8gSrSI4MnbU9L%2Bgf4RFTYp27kIt3kapwngaovkMi6PKT3jaznyssriCki6JPYOar%2FNda3DrJLBA9l6oHqfb5dbKl7XlJsFEx0lOocSV%2BsPulSkFPQpZONyzetJ%2FhzSsHDKe5S0UvwElHFy5kSHl4jLqBi%2FYcmu5yDvVHzfsrQwflvL76V6YyvYSrQ3Dy7C%2FC0Lc9FlOcpG0bQH%2BGUKfFG7wq%2BzcvLFfZdiS8TGBormJRG4FRAdztZ7GA5KwWER%2FfDeB2jrlfewoNc33%2BmY1WtDipip1VpYYVghBycVU7zdgNNel%2BMlQizrAkfDrYRxYRcfQht%2BfvDYszHRO9xemj4yCEOImCQzVhXHFQH4kWS8vKSFiOCHs2ZLCBXhBXiOABpqMeRv5n4KcAiQa8RBhUImjpc9hrQAJVo9MvHVN2hRQmjn7Uz1HBs6oV0a46GoRfEq0nKZFdQkP8y5gHJ9HRYU%2B6%2B8NPmPcraPmQ3WS%2FcqaOcsYthuuKxxlv8kF%2F%2F%2BwM4UhXlXNMij2MiYdL%2BTccxV%2B5HgMCYSUHn%2F%2F4%2BJElzTrJ6gRAKmpkSVkUduFXtMReKGlMnjccRQ%2FYzzplcQH34kKWek21fFw51JgyATso%2FW%2Fow3X%2FVtw55s8bFnDFXWgM3zU6kUBt5hGexmMYjmxg%2BdwJe9FxuAZVhtCzq8vZaMUQALBVOXMqda2HrnI28mUEcQwpyzBLN7HF16UNhix6h48LUOGuRO%2BIYvLMsdSqXItXn4RtfDZWx3p4bjO2ZcjbizlcehAEcy9iRqewTXwwwPyAwL8XEj%2FKMvwsONOj3A99KnkECibc6S4gk1ZgpixTO5vvmZplb5ub0aacn8Fp3vkRGccvrFv7z15DgoF4BRDQBj%2FDcUu%2FmsYPeH9BvR15Y8EHGBCTNIGyVat5PBJxVEi7mw7%2FExAkdQ%2B5ZanAEywryXIHPLx3wW8HgA8QchHiKcSrZN7db466dfwTsLdJ%2FlbZkgfDo2QFx%2FwbhGJbPDsL03MKhlFXs4znAxbWDwpcz0ieiCmAIBnp2Re%2FhUdTkrPQTo7lRM8QfO9XWSjU4X8AqYGlda%2BP3%2FSIhBLwmThJkymDob92Mtjs%2FetazKLncZ5BbcjEj111VtwGv7N8xkHSsn%2FXk%2BCgv9u510LXJFcAgMNRmeL1Nj1XIN9yEl3JiDH8bfr05trW4YIVru8gAS2bcCy770%2FeOwMyfSmMDfS9byD2VhqWryxbi6oZcxerbhjpuDS3mW%2BxgbAOIkWntxZdPrX6cSDhe47xalRfp5KcuYqtGgwVYeOVijxAJCEA7nzE7eIKFthu1WZ%2FnVSlUAcG34Xv3y%2FZWkxB0QemHC%2FjjuUZ6BPOh9%2FCDwhtQ9ogVegJXGl4tyBbQFV%2FMVo%2FYkwEThFxOvpkScCBbEgvxe8SuJCW45K2ffaoFY%2Fdrev%2FhivuBvQs9G3gwDafqZIosZ0bC6C%2BdiZkjQLUeBnVD%2FCj4sLtkIhJ2h146r%2BT%2FGClhEMhNwhcmlgx39Y6gzioxaOI2ipDodhiEGRZRaqBz%2Bg2YBILw5Dis6ffaCcdCtBUAqTbGKA%2BJ7fWfmi2tgxVYO5GZACEr4Fm2hV8TE5fdrf3xiPTz1po%2FGVtEddGYT8AIX0PCVRPTyULpklgU3Xx1PYv26uo3p%2BE8W14XigK4tN91JdoNZOXQl7kd20hUGMLmkKYvJ5biZP0vDo4fZe50IQXjePyVyRHubFC%2BBE2eC2TM0ajxO0CXqcrqh2mPPg0BFNaNHNerWd4jIeneR%2BFCqxgjz0jw6eQvaR5%2FTmMUorf0300TiTbfCD","","LG",""
"1604780576-351","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Minibar 47 Haceb - 46 Litros - Blanco","https://articulo.mercadolibre.com.co/MCO-450813209-minibar-47-haceb-46-litros-blanco-_JM#searchVariation=38806562469&position=11&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","","https://http2.mlstatic.com/minibar-47-haceb-46-litros-blanco-D_NQ_NP_794416-MCO41252402266_032020-O.webp"
"1604780445-233","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Mini  Figadiere Portatil","https://articulo.mercadolibre.com.co/MCO-590365856-nevera-mini-figadiere-portatil-_JM#searchVariation=66381602973&position=46&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","","https://http2.mlstatic.com/nevera-mini-figadiere-portatil-D_NQ_NP_941118-MCO43815096915_102020-O.webp"
"1604780458-242","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Mabe No Frost 420 Litros Tipo Grafito - Rmp420flcg","https://articulo.mercadolibre.com.co/MCO-509874369-nevera-mabe-no-frost-420-litros-tipo-grafito-rmp420flcg-_JM#position=43&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","1.489.900","",""
"1604780466-251","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Mabe No Frost De 230lts Grafito - Rma230fjcg","https://articulo.mercadolibre.com.co/MCO-504851314-nevera-mabe-no-frost-de-230lts-grafito-rma230fjcg-_JM#position=41&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","","https://http2.mlstatic.com/nevera-mabe-no-frost-de-230lts-grafito-rma230fjcg-D_NQ_NP_719582-MCO31006670928_062019-O.webp"
"1604780479-261","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Mini Nevera Portátil Viajera Para Carro ( Frío- Caliente) 4l","https://articulo.mercadolibre.com.co/MCO-586955578-mini-nevera-portatil-viajera-para-carro-frio-caliente-4l-_JM#searchVariation=65470864610&position=37&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","278.000","",""
"1604780605-372","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Himalaya 404 Litros Haceb - Control Interno - Titanio","https://articulo.mercadolibre.com.co/MCO-543763328-nevera-himalaya-404-litros-haceb-control-interno-titanio-_JM#searchVariation=47129460020&position=3&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","1.546.110","",""
"1604780516-290","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Samsung 394ltr No Frost Con Fabricador De Hielo Auto","https://articulo.mercadolibre.com.co/MCO-557651787-nevera-samsung-394ltr-no-frost-con-fabricador-de-hielo-auto-_JM#position=28&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","2.799.900","",""
