Date,GOFO - 1 Month,GOFO - 2 Months,GOFO - 3 Months,GOFO - 6 Months,GOFO - 12 Months,LIBOR - 1 Month,LIBOR - 2 Months,LIBOR - 3 Months,LIBOR - 6 Months,LIBOR - 12 Months,LIBOR-GOFO - 1 Month,LIBOR-GOFO - 2 Months,LIBOR-GOFO - 3 Months,LIBOR-GOFO - 6 Months,LIBOR-GOFO - 12 Months
2014-10-24,0.02,0.05,0.0875,0.1275,0.1825,0.152,0.1985,0.2331,0.3229,0.54255,0.132,0.1485,0.1456,0.1954,0.36005
2014-10-27,-0.095,-0.055,-0.005,0.06,0.1525,0.1525,0.1975,0.2326,0.32265,0.5418,0.2475,0.2525,0.2376,0.26265,0.3893
2014-10-28,-0.08,-0.04,0.0025,0.07,0.16,0.1535,0.1975,0.2326,0.3239,0.54155,0.2335,0.2375,0.2301,0.2539,0.38155
2014-10-29,-0.0775,-0.0425,0.0025,0.07,0.16,0.154,0.1976,0.2326,0.32465,0.5418,0.2315,0.2401,0.2301,0.25465,0.3818
2014-10-30,-0.0475,-0.015,0.0225,0.08,0.18,0.1567,0.2001,0.23235,0.32865,0.5558,0.2042,0.2151,0.20985,0.24865,0.3758
2014-10-31,-0.025,0.0025,0.0325,0.0975,0.185,0.1559,0.1994,0.2321,0.3279,0.5538,0.1809,0.1969,0.1996,0.2304,0.3688
2014-11-03,-0.0475,-0.015,0.02,0.085,0.1825,0.1555,0.1991,0.23235,0.3279,0.5558,0.203,0.2141,0.21235,0.2429,0.3733
2014-11-04,-0.05,-0.015,0.0175,0.07,0.1775,0.1555,0.1992,0.23185,0.32615,0.5558,0.2055,0.2142,0.21435,0.25615,0.3783
2014-11-05,-0.0875,-0.05,-0.02,0.0525,0.1625,0.1555,0.199,0.23185,0.3259,0.5578,0.243,0.249,0.25185,0.2734,0.3953
2014-11-06,-0.185,-0.145,-0.1025,-0.0175,0.145,0.1555,0.199,0.2316,0.32665,0.5578,0.3405,0.344,0.3341,0.34415,0.4128
2014-11-07,-0.1625,-0.1175,-0.0725,0.0,0.145,0.1573,0.202,0.2326,0.32665,0.5663,0.3198,0.3195,0.3051,0.32665,0.4213
2014-11-10,-0.135,-0.0875,-0.0575,0.01,0.1375,0.1543,0.202,0.2331,0.3259,0.5563,0.2893,0.2895,0.2906,0.3159,0.4188
2014-11-11,-0.185,-0.1275,-0.08,0.005,0.12,0.1533,0.202,0.2332,0.326,0.5643,0.3383,0.3295,0.3132,0.321,0.4443
2014-11-12,-0.2025,-0.1475,-0.095,0.0,0.115,0.1528,0.2035,0.2332,0.326,0.5638,0.3553,0.351,0.3282,0.326,0.4488
2014-11-13,-0.2125,-0.1575,-0.1025,0.0,0.115,0.1547,0.203,0.2321,0.32615,0.5663,0.3672,0.3605,0.3346,0.32615,0.4513
2014-11-14,-0.2175,-0.1575,-0.0975,-0.0075,0.115,0.153,0.203,0.2321,0.3264,0.5633,0.3705,0.3605,0.3296,0.3339,0.4483
2014-11-17,-0.22,-0.16,-0.1075,-0.0075,0.115,0.154,0.2035,0.23185,0.32565,0.56105,0.374,0.3635,0.33935,0.33315,0.44605
2014-11-18,-0.2125,-0.17,-0.1175,-0.01,0.1075,0.155,0.204,0.23185,0.32565,0.56105,0.3675,0.374,0.34935,0.33565,0.45355
2014-11-19,-0.24,-0.1675,-0.1125,-0.01,0.105,0.155,0.2039,0.2311,0.32465,0.5628,0.395,0.3714,0.3436,0.33465,0.4578
2014-11-20,-0.2225,-0.1525,-0.0925,-0.0075,0.11,0.155,0.2055,0.2329,0.3287,0.5618,0.3775,0.358,0.3254,0.3362,0.4518
2014-11-21,-0.245,-0.1725,-0.1125,-0.025,0.1025,0.15525,0.2045,0.23285,0.3269,0.5643,0.40025,0.377,0.34535,0.3519,0.4618
2014-11-24,-0.2525,-0.1975,-0.1275,-0.0375,0.09,0.1535,0.2045,0.23435,0.3274,0.5643,0.406,0.402,0.36185,0.3649,0.4743
2014-11-25,-0.2975,-0.2325,-0.15333,-0.04333,0.07667,0.15625,0.2055,0.2356,0.3287,0.5646,0.45375,0.438,0.38893,0.37203,0.48793
2014-11-26,-0.3375,-0.24,-0.1625,-0.0525,0.065,0.15575,0.204,0.2356,0.3319,0.5646,0.49325,0.444,0.3981,0.3844,0.4996
2014-11-27,-0.4,-0.29,-0.18333,-0.075,0.0425,0.155,0.201,0.2336,0.32645,0.5646,0.555,0.491,0.41693,0.40145,0.5221
2014-11-28,-0.49333,-0.36333,-0.25667,-0.10333,0.02667,0.154,0.201,0.2336,0.3262,0.5646,0.64733,0.56433,0.49027,0.42953,0.53793
2014-12-01,-0.5825,-0.465,-0.315,-0.12333,0.00667,0.15775,0.198,0.2346,0.32895,0.5626,0.74025,0.663,0.5496,0.45228,0.55593
2014-12-02,-0.3825,-0.28,-0.205,-0.04,0.035,0.15825,0.199,0.2346,0.3279,0.5648,0.54075,0.479,0.4396,0.3679,0.5298
2014-12-03,-0.285,-0.2175,-0.16,-0.03,0.065,0.157,0.1973,0.23485,0.3262,0.5703,0.442,0.4148,0.39485,0.3562,0.5053
2014-12-04,-0.17,-0.12,-0.075,-0.01,0.0825,0.1572,0.202,0.23535,0.3299,0.575,0.3272,0.322,0.31035,0.3399,0.4925
2014-12-05,0.035,0.03,0.045,0.06,0.11,0.158,0.1997,0.2356,0.3304,0.5766,0.123,0.1697,0.1906,0.2704,0.4666
2014-12-08,0.0725,0.075,0.0825,0.095,0.1775,0.1617,0.203,0.2376,0.3399,0.6031,0.0892,0.128,0.1551,0.2449,0.4256
2014-12-09,0.0975,0.105,0.115,0.1275,0.1825,0.1585,0.2012,0.23885,0.3379,0.5981,0.061,0.0962,0.12385,0.2104,0.4156
2014-12-10,0.1375,0.1425,0.145,0.16,0.1975,0.1608,0.2075,0.2399,0.3377,0.6026,0.0233,0.065,0.0949,0.1777,0.4051
2014-12-11,0.1375,0.1425,0.1475,0.1625,0.2025,0.1608,0.208,0.2406,0.3384,0.6003,0.0233,0.0655,0.0931,0.1759,0.3978
2014-12-12,0.1325,0.1425,0.145,0.16,0.2,0.161,0.209,0.24285,0.3409,0.6013,0.0285,0.0665,0.09785,0.1809,0.4013
2014-12-15,0.125,0.14,0.1475,0.155,0.1925,0.162,0.209,0.2426,0.3414,0.5978,0.037,0.069,0.0951,0.1864,0.4053
2014-12-16,0.0925,0.105,0.1175,0.1475,0.175,0.162,0.2079,0.2426,0.3399,0.5993,0.0695,0.1029,0.1251,0.1924,0.4243
2014-12-17,-0.03333,0.00667,0.03,0.075,0.14,0.1641,0.209,0.24535,0.3436,0.6053,0.19743,0.20233,0.21535,0.2686,0.4653
2014-12-18,-0.0625,-0.0425,-0.025,0.0275,0.1175,0.16545,0.2095,0.2471,0.3436,0.6053,0.22795,0.252,0.2721,0.3161,0.4878
2014-12-19,-0.03,-0.01,0.02,0.045,0.135,0.16425,0.21,0.2521,0.35,0.6168,0.19425,0.22,0.2321,0.305,0.4818
2014-12-22,-0.035,-0.015,0.02,0.0475,0.145,0.167,0.21025,0.2551,0.3544,0.6223,0.202,0.22525,0.2351,0.3069,0.4773
2014-12-23,-0.0625,-0.035,-0.015,0.03,0.1425,0.1695,0.21475,0.2546,0.3574,0.6278,0.232,0.24975,0.2696,0.3274,0.4853
2014-12-24,-0.09,-0.065,-0.04,0.02333,0.1375,0.16875,0.21475,0.2566,0.3574,0.6288,0.25875,0.27975,0.2966,0.33407,0.4913
2014-12-29,-0.08,-0.055,-0.04,0.02333,0.1325,0.16925,0.21575,0.2551,0.3574,0.6288,0.24925,0.27075,0.2951,0.33407,0.4963
2014-12-30,-0.065,-0.0475,-0.0275,0.02,0.135,0.1695,0.21625,0.2552,0.3574,0.6288,0.2345,0.26375,0.2827,0.3374,0.4938
2014-12-31,-0.0425,-0.0225,0.0,0.025,0.13667,0.17125,0.21445,0.2556,0.3628,0.6288,0.21375,0.23695,0.2556,0.3378,0.49213
2015-01-02,-0.04,-0.02,0.0,0.02333,0.135,0.1675,0.2142,0.2556,0.3648,0.6328,0.2075,0.2342,0.2556,0.34147,0.4978
2015-01-05,-0.05,-0.025,-0.01333,0.015,0.1375,0.168,0.2156,0.2536,0.3623,0.6338,0.218,0.2406,0.26693,0.3473,0.4963
2015-01-06,-0.05,-0.03,-0.00667,0.01667,0.145,0.16775,0.2162,0.2511,0.3603,0.6283,0.21775,0.2462,0.25777,0.34363,0.4833
2015-01-07,-0.005,0.02,0.035,0.0675,0.1525,0.1665,0.2148,0.2521,0.3613,0.6273,0.1715,0.1948,0.2171,0.2938,0.4748
2015-01-08,0.025,0.0425,0.06,0.09,0.15,0.16625,0.2142,0.2521,0.3604,0.6289,0.14125,0.1717,0.1921,0.2704,0.4789
2015-01-09,0.045,0.0575,0.0725,0.0975,0.165,0.16675,0.21475,0.2541,0.3619,0.6264,0.12175,0.15725,0.1816,0.2644,0.4614
2015-01-12,0.0575,0.075,0.085,0.0975,0.1525,0.1665,0.214,0.2528,0.3591,0.6209,0.109,0.139,0.1678,0.2616,0.4684
2015-01-13,0.1,0.1025,0.105,0.1125,0.1475,0.1665,0.2135,0.2533,0.3576,0.6224,0.0665,0.111,0.1483,0.2451,0.4749
2015-01-14,0.1075,0.1025,0.1075,0.12,0.15,0.16825,0.216,0.2536,0.3589,0.6224,0.06075,0.1135,0.1461,0.2389,0.4724
2015-01-15,0.105,0.1075,0.1075,0.1175,0.1475,0.168,0.2142,0.2526,0.3564,0.6149,0.063,0.1067,0.1451,0.2389,0.4674
2015-01-16,0.1,0.1025,0.105,0.1075,0.135,0.168,0.2137,0.2566,0.3549,0.6099,0.068,0.1112,0.1516,0.2474,0.4749
2015-01-19,0.0825,0.0925,0.0925,0.1075,0.14,0.16875,0.21405,0.2562,0.3559,0.6119,0.08625,0.12155,0.1637,0.2484,0.4719
2015-01-20,0.075,0.085,0.0925,0.1,0.1325,0.1685,0.2138,0.2567,0.3559,0.6159,0.0935,0.1288,0.1642,0.2559,0.4834
2015-01-21,0.0675,0.0775,0.0825,0.095,0.135,0.16675,0.21575,0.2571,0.3589,0.6219,0.09925,0.13825,0.1746,0.2639,0.4869
2015-01-22,0.035,0.0575,0.0725,0.09,0.13,0.16825,0.21325,0.2561,0.3574,0.6229,0.13325,0.15575,0.1836,0.2674,0.4929
2015-01-23,0.075,0.0825,0.09,0.1125,0.1475,0.16775,0.211,0.2561,0.3539,0.6219,0.09275,0.1285,0.1661,0.2414,0.4744
2015-01-26,0.08,0.0875,0.095,0.115,0.155,0.169,0.213,0.2561,0.3554,0.6214,0.089,0.1255,0.1611,0.2404,0.4664
2015-01-27,0.08,0.095,0.105,0.1225,0.165,0.168,0.211,0.2526,0.3554,0.6224,0.088,0.116,0.1476,0.2329,0.4574
2015-01-28,0.085,0.0975,0.1075,0.125,0.16,0.1705,0.2115,0.2546,0.3574,0.6179,0.0855,0.114,0.1471,0.2324,0.4579
2015-01-29,0.09,0.1,0.11,0.12,0.1575,0.1709,0.2106,0.2546,0.3579,0.6204,0.0809,0.1106,0.1446,0.2379,0.4629
2015-01-30,0.065,0.0825,0.095,0.1175,0.1525,0.17125,0.2104,0.2531,0.3574,0.6209,,,,,
